Name (click to view)ˇ,Manufacturer,Date Manufactured,Players,Type,Theme,IPDB Link
IMO-JUWEL,Max Jentzsch & Meerz,1938,1,EM,,https://www.ipdb.org/machine.cgi?gid=4713&puid=38895
Imo-Rennen,Max Jentzsch & Meerz,"August, 1936",1,,,https://www.ipdb.org/machine.cgi?gid=4714&puid=38895
Impact,Recreativos Franco,1975,4,EM,,https://www.ipdb.org/machine.cgi?gid=5433&puid=38895
Impact,Mills Novelty Company,"February, 1935",1,EM,,https://www.ipdb.org/machine.cgi?gid=1265&puid=38895
Impacto,Recreativos Franco,1975,1,EM,,https://www.ipdb.org/machine.cgi?gid=4868&puid=38895
Imperator,Jack Rogers,1961,2,EM,,https://www.ipdb.org/machine.cgi?gid=3170&puid=38895
Imperial,"International Mutoscope Reel Company, Incorporated","May, 1936",1,EM,,https://www.ipdb.org/machine.cgi?gid=4280&puid=38895
Improved Sharp's Shooter - Baseball Bagatelle,The Sharp-Boyd Company,1933,1,ME,Sports - Baseball,https://www.ipdb.org/machine.cgi?gid=4849&puid=38895
Improved Sportsman,O. D. Jennings and Company,"January, 1935",1,EM,,https://www.ipdb.org/machine.cgi?gid=2309&puid=38895
Improved Whiffle,"Automatic Industries, Incorporated","May, 1931",1,ME,,https://www.ipdb.org/machine.cgi?gid=5393&puid=38895
Independence Day,"Sega Pinball, Incorporated","July, 1996",6,SS,Outer Space/Licensed Theme/Action Movie,https://www.ipdb.org/machine.cgi?gid=3878&puid=38895
Indian Chief,Lindstrom Tool and Toy Company,,1,ME,Native Americans - Warriors,https://www.ipdb.org/machine.cgi?gid=5521&puid=38895
Indiana Jones,"Stern Pinball, Incorporated","April, 2008",4,SS,Licensed Theme - Movie - Myth and Legend,https://www.ipdb.org/machine.cgi?gid=5306&puid=38895
Indiana Jones: The Pinball Adventure,"Williams Electronics Games, Incorporated, a subsidiary of WMS Ind., Incorporated","August, 1993",4,SS,Adventure - Fictional - Licensed Theme,https://www.ipdb.org/machine.cgi?gid=1267&puid=38895
Indianapolis,Talleres del Llobregat S.A. [Automaticos],,1,EM,,https://www.ipdb.org/machine.cgi?gid=4609&puid=38895
Indianapolis 500,"Midway Manufacturing Company, a subsidiary of WMS Industries, Incorporated",6-Jun-95,4,SS,Sports - Auto Racing,https://www.ipdb.org/machine.cgi?gid=2853&puid=38895
Indicator,Automatic Amusements Company,"February, 1935",1,EM,,https://www.ipdb.org/machine.cgi?gid=3171&puid=38895
Infra-Red Scorer (AA),J. H. Keeney and Company Incorporated,,,,,https://www.ipdb.org/machine.cgi?gid=6463&puid=38895
International,Unknown Manufacturer,1933,1,,,https://www.ipdb.org/machine.cgi?gid=3980&puid=38895
Invader Ball,Red Baron Amusements,1980,1,SS,,https://www.ipdb.org/machine.cgi?gid=4379&puid=38895
Invaders,Genco Manufacturing Company,"October, 1953",1,EM,,https://www.ipdb.org/machine.cgi?gid=1268&puid=38895
Invasion,Westerhaus Amusement Company,"October, 1943",1,EM,Adventure - Combat,https://www.ipdb.org/machine.cgi?gid=1269&puid=38895
Invasion Stratogy,Komputer Dynamics Corporation,"October, 1975",2,SS,Outer Space - Fantasy,https://www.ipdb.org/machine.cgi?gid=3885&puid=38895
Io Moon,"Creaciones e Investigaciones Electr¢nicas, Sociedad Limitada",1996,4,SS,Outer Space - Science Fiction - Space Fantasy,https://www.ipdb.org/machine.cgi?gid=4122&puid=38895
Iron Balls,"Universal de Desarrollos Electronicos, S.A.",1987,4,SS,,https://www.ipdb.org/machine.cgi?gid=4426&puid=38895
Iron Maiden,"Stern Electronics, Incorporated","January, 1982",4,SS,Fantasy,https://www.ipdb.org/machine.cgi?gid=1270&puid=38895
Iron Maiden,,"February, 2005",4,SS,Fantasy,https://www.ipdb.org/machine.cgi?gid=5190&puid=38895
Iron Maiden II,,"August, 2009",4,SS,Fantasy,https://www.ipdb.org/machine.cgi?gid=5557&puid=38895
Iron Man,"Stern Pinball, Incorporated",2010,4,SS,Comics - Fantasy - Licensed Theme,https://www.ipdb.org/machine.cgi?gid=5550&puid=38895
Iron Man (Pro Vault Edition),"Stern Pinball, Incorporated","July, 2014",4,SS,Comics - Fantasy - Licensed Theme,https://www.ipdb.org/machine.cgi?gid=6154&puid=38895
Iron Man Classic,"Stern Pinball, Incorporated",2010,4,SS,Comics - Fantasy - Licensed Theme,https://www.ipdb.org/machine.cgi?gid=5652&puid=38895
Irons and Woods,"Sega Pinball, Incorporated",,1,SS,Sports - Golfing,https://www.ipdb.org/machine.cgi?gid=4651&puid=38895
Island Queens,Bally Manufacturing Corporation,,1,EM,,https://www.ipdb.org/machine.cgi?gid=6525&puid=38895
Island Queens,Bally Manufacturing Corporation,,1,EM,,https://www.ipdb.org/machine.cgi?gid=1271&puid=38895
Ivanhoe,Nate Schneller Incorporated,"April, 1950",1,EM,,https://www.ipdb.org/machine.cgi?gid=3172&puid=38895
Ivory Golf,J. H. Keeney and Company Incorporated,"September, 1935",1,EM,,https://www.ipdb.org/machine.cgi?gid=3173&puid=38895
Ivory Sweepstakes,California Exhibit Company,1936,,EM,,https://www.ipdb.org/machine.cgi?gid=4295&puid=38895
Jack 'N Jill,D. Gottlieb & Company,"April, 1948",1,EM,Nursery Rhyme,https://www.ipdb.org/machine.cgi?gid=1273&puid=38895
Jack and Jill,Bally Manufacturing Corporation,"February, 1933",2,ME,,https://www.ipdb.org/machine.cgi?gid=1274&puid=38895
Jack Benson,,,,,,https://www.ipdb.org/machine.cgi?gid=6102&puid=38895
Jack In The Box,D. Gottlieb & Company,"February, 1973",4,EM,Happiness - Circus/Carnival,https://www.ipdb.org/machine.cgi?gid=1277&puid=38895
Jack Pot,Artists and Creators Guild Incorporated,"May, 1932",1,ME,,https://www.ipdb.org/machine.cgi?gid=1275&puid=38895
Jack Pot Pin Game,Moseley Vending Machine Exchange,"July, 1932",1,ME,,https://www.ipdb.org/machine.cgi?gid=5404&puid=38895
Jack Rabbit,Bigliardini Elettronici Milano,,4,SS,Rabbit Hunting,https://www.ipdb.org/machine.cgi?gid=5670&puid=38895
Jack Rabbit,Century Manufacturing Company,"October, 1934",1,EM,,https://www.ipdb.org/machine.cgi?gid=1276&puid=38895
Jack Rabbit,Success Games Company,1934,1,,,https://www.ipdb.org/machine.cgi?gid=3635&puid=38895
Jack-Pot,Field Manufacturing Corporation,"June, 1932",1,ME,,https://www.ipdb.org/machine.cgi?gid=1278&puid=38895
Jackpot,"Williams Electronics, Incorporated",27-Apr-71,4,EM,Canadian West - Prospecting,https://www.ipdb.org/machine.cgi?gid=1279&puid=38895
Jackpot,Bigliardini Elettronici Milano,1976,1,EM,Canadian West - Prospecting,https://www.ipdb.org/machine.cgi?gid=4991&puid=38895
Jacks Open,Maquinas Recreativas Sociedad Anonima,,1,EM,,https://www.ipdb.org/machine.cgi?gid=4643&puid=38895
Jacks Open,D. Gottlieb & Company,"January, 1977",1,EM,Cards/Gambling,https://www.ipdb.org/machine.cgi?gid=1281&puid=38895
Jacks to Open,"Mylstar Electronics, Incorporated","May, 1984",4,SS,Playing Cards - Poker,https://www.ipdb.org/machine.cgi?gid=1282&puid=38895
Jack˙Bot,"Williams Electronics Games, Incorporated, a subsidiary of WMS Ind., Incorporated",10-Oct-95,4,SS,Fantasy - Gambling - Outer Space,https://www.ipdb.org/machine.cgi?gid=3619&puid=38895
Jai Alai,"Williams Electronics, Incorporated",,2,EM,Sports - Jai Alai - Pelota,https://www.ipdb.org/machine.cgi?gid=3779&puid=38895
Jai-Alai..,Segasa d.b.a. Sonic,"January, 1978",4,EM,Sports - Jai Alai,https://www.ipdb.org/machine.cgi?gid=3174&puid=38895
Jake Mate,Recel S. A.,1974,1,EM,Chess,https://www.ipdb.org/machine.cgi?gid=1283&puid=38895
Jake Mate,Procedimientos ElectromagnÇticos de Tanteo y Color,,1,EM,Chess,https://www.ipdb.org/machine.cgi?gid=5927&puid=38895
Jalisco,Recreativos Franco,1976,1,EM,Mexico,https://www.ipdb.org/machine.cgi?gid=4667&puid=38895
Jalopy,Williams Manufacturing Company,8-Aug-51,1,EM,Sports - Auto Racing,https://www.ipdb.org/machine.cgi?gid=1284&puid=38895
Jamboree,Exhibit Supply Company,"May, 1948",1,EM,Celebration - Music - Singing - Dancing,https://www.ipdb.org/machine.cgi?gid=1285&puid=38895
James Bond 007,"D. Gottlieb & Company, a Columbia Pictures Industries Company","October, 1980",4,SS,Celebrities - Fictional - Licensed Theme,https://www.ipdb.org/machine.cgi?gid=1286&puid=38895
James Cameron?s Avatar,"Stern Pinball, Incorporated",27-Aug-10,4,SS,Fantasy - Licensed Theme,https://www.ipdb.org/machine.cgi?gid=5618&puid=38895
James Cameron?s Avatar (Limited Edition),"Stern Pinball, Incorporated",2-Dec-10,4,SS,Fantasy - Licensed Theme,https://www.ipdb.org/machine.cgi?gid=5653&puid=38895
Jane,Fipermatic Ind£stria ComÇrcio Importaá?o e Exportaá?o Ltda,,4,EM,Fantasy,https://www.ipdb.org/machine.cgi?gid=5489&puid=38895
Jaws,Europlay,,1,EM,Sharks - Scuba Diving,https://www.ipdb.org/machine.cgi?gid=5080&puid=38895
Jay-Ball,O. D. Jennings and Company,"February, 1932",1,ME,,https://www.ipdb.org/machine.cgi?gid=1287&puid=38895
Jazzy,A & M Vending Machine Company,"September, 1932",1,ME,,https://www.ipdb.org/machine.cgi?gid=1288&puid=38895
Jeanie,Exhibit Supply Company,"June, 1950",1,EM,American History - American Places - Women,https://www.ipdb.org/machine.cgi?gid=1289&puid=38895
Jeep,Unknown Manufacturer,"April, 1943",1,EM,,https://www.ipdb.org/machine.cgi?gid=3843&puid=38895
Jet Spin,"D. Gottlieb & Company, a Columbia Pictures Industries Company","August, 1977",4,EM,Fantasy - Recreation,https://www.ipdb.org/machine.cgi?gid=1290&puid=38895
Jet Surf,Rowamet Ind£stria Eletrometal£rgica LTDA,,2,,Fantasy - Recreation,https://www.ipdb.org/machine.cgi?gid=5490&puid=38895
Jig Joy,Rock-ola Manufacturing Corporation,"December, 1937",1,EM,,https://www.ipdb.org/machine.cgi?gid=3175&puid=38895
Jig Saw,Williams Manufacturing Company,20-Nov-57,1,EM,,https://www.ipdb.org/machine.cgi?gid=1291&puid=38895
Jig-alo Electro-Ball,Electro-Ball Company,"December, 1932",1,EM,,https://www.ipdb.org/machine.cgi?gid=1294&puid=38895
Jiggers (Jr),Genco Manufacturing Company,"October, 1932",1,ME,,https://www.ipdb.org/machine.cgi?gid=1292&puid=38895
Jiggers (Sr),Genco Manufacturing Company,"December, 1932",1,ME,,https://www.ipdb.org/machine.cgi?gid=1293&puid=38895
Jiggilo,Ace Novelty Company,"January, 1933",1,ME,,https://www.ipdb.org/machine.cgi?gid=4548&puid=38895
Jiggilo,Colonial Specialties Company,"December, 1932",1,ME,,https://www.ipdb.org/machine.cgi?gid=5387&puid=38895
Jiggilo,Ace Novelty Company,"December, 1932",1,ME,,https://www.ipdb.org/machine.cgi?gid=5390&puid=38895
Jimmy Valentine,Scientific Machine Corporation,"January, 1936",1,EM,Fictional Characters,https://www.ipdb.org/machine.cgi?gid=3177&puid=38895
Jitter-Bug,Genco Manufacturing Company,"September, 1938",1,EM,Happiness - Music - Dancing - Singing,https://www.ipdb.org/machine.cgi?gid=1296&puid=38895
Jitters,Western Equipment & Supply Company,"July, 1936",1,EM,,https://www.ipdb.org/machine.cgi?gid=1297&puid=38895
Jive Time,"Williams Electronics, Incorporated",29-Apr-70,1,EM,Music - Singing,https://www.ipdb.org/machine.cgi?gid=1298&puid=38895
Jockey Club,Bally Manufacturing Corporation,"September, 1947",1,EM,Sports - Horse Racing,https://www.ipdb.org/machine.cgi?gid=1299&puid=38895
Jockey Club,A.B.C. Coin Machine Company,"February, 1933",1,ME,,https://www.ipdb.org/machine.cgi?gid=1300&puid=38895
Jockey Club,Bally Manufacturing Corporation,"April, 1941",1,EM,Sports - Horse Racing,https://www.ipdb.org/machine.cgi?gid=1301&puid=38895
Jockey Club,D. Gottlieb & Company,"April, 1954",1,EM,Sports - Horse Racing,https://www.ipdb.org/machine.cgi?gid=1302&puid=38895
Jockey Club,Standard Manufacturing Company,"January, 1933",1,ME,Horse Racing,https://www.ipdb.org/machine.cgi?gid=3178&puid=38895
Jockey Club,Exhibit Supply Company,"June, 1935",1,EM,Sports - Horse Racing,https://www.ipdb.org/machine.cgi?gid=4239&puid=38895
Jockey Club,Electro-Ball Company,1935,1,EM,Sports - Horse Racing,https://www.ipdb.org/machine.cgi?gid=5692&puid=38895
Jockey Special,Bally Manufacturing Corporation,"September, 1947",1,EM,Sports - Horse Racing,https://www.ipdb.org/machine.cgi?gid=1303&puid=38895
"Joel Silver, The Pinball","Data East Pinball, Incorporated",11-Feb-91,4,SS,,https://www.ipdb.org/machine.cgi?gid=4348&puid=38895
Johnny Mnemonic,"Williams Electronics Games, Incorporated, a subsidiary of WMS Ind., Incorporated",8-Aug-95,4,SS,Celebrities - Fictional - Licensed Theme,https://www.ipdb.org/machine.cgi?gid=3683&puid=38895
Joker,D. Gottlieb & Company,"November, 1950",1,EM,Playing Cards - Poker,https://www.ipdb.org/machine.cgi?gid=1304&puid=38895
Joker,Playmatic,1974,4,EM,Playing Cards,https://www.ipdb.org/machine.cgi?gid=1305&puid=38895
Joker,Bally Manufacturing Corporation,,4,EM,Fun Park,https://www.ipdb.org/machine.cgi?gid=3179&puid=38895
Joker,Playmatic,1974,1,EM,Playing Cards,https://www.ipdb.org/machine.cgi?gid=6466&puid=38895
Joker Ball,Midway Manufacturing Company,,1,EM,Playing Cards,https://www.ipdb.org/machine.cgi?gid=5561&puid=38895
Joker Poker,"D. Gottlieb & Company, a Columbia Pictures Industries Company","June, 1978",4,EM,Cards/Gambling,https://www.ipdb.org/machine.cgi?gid=5078&puid=38895
Joker Poker,"D. Gottlieb & Company, a Columbia Pictures Industries Company","June, 1978",4,SS,Cards/Gambling,https://www.ipdb.org/machine.cgi?gid=1306&puid=38895
Joker Wild,Bally Manufacturing Corporation,,1,EM,,https://www.ipdb.org/machine.cgi?gid=3573&puid=38895
Joker's Wild,Venture Line,1978,4,SS,,https://www.ipdb.org/machine.cgi?gid=1307&puid=38895
Joker's Wild,Midway Manufacturing Company,12-Feb-60,1,EM,Playing Cards,https://www.ipdb.org/machine.cgi?gid=3181&puid=38895
Joker's Wild,Segasa d.b.a. Sonic,"October, 1977",4,EM,American West - Cards/Gambling,https://www.ipdb.org/machine.cgi?gid=3182&puid=38895
Jokers & Ladders One Ball,SIRMO Games S.A.,,1,SS,,https://www.ipdb.org/machine.cgi?gid=5849&puid=38895
Jokerz!,"Williams Electronics Games, Incorporated, a subsidiary of WMS Ind., Incorporated","December, 1988",4,SS,Cards/Gambling,https://www.ipdb.org/machine.cgi?gid=1308&puid=38895
Jolly,Chicago Coin Machine Manufacturing Company,29-Mar-40,1,EM,,https://www.ipdb.org/machine.cgi?gid=1309&puid=38895
Jolly Joker,Williams Manufacturing Company,17-Aug-55,1,EM,Playing Cards,https://www.ipdb.org/machine.cgi?gid=1310&puid=38895
Jolly Joker,United Manufacturing Company,"November, 1955",1,EM,,https://www.ipdb.org/machine.cgi?gid=1311&puid=38895
Jolly Joker,Mondialmatic,1979,1,EM,Playing Cards,https://www.ipdb.org/machine.cgi?gid=4113&puid=38895
Jolly Jokers,Williams Electronic Manufacturing Company,2-Jan-62,1,EM,,https://www.ipdb.org/machine.cgi?gid=1312&puid=38895
Jolly Marble,Unknown Manufacturer,,1,ME,,https://www.ipdb.org/machine.cgi?gid=5359&puid=38895
Jolly Park,Spinball S.A.L.,1996,4,SS,Amusement Park,https://www.ipdb.org/machine.cgi?gid=4618&puid=38895
Jolly Ride,Playmatic,1974,1,EM,Amusement Park - Roller Coasters,https://www.ipdb.org/machine.cgi?gid=5085&puid=38895
Jolly Ride,Playmatic,1974,4,EM,Amusement Park - Roller Coasters,https://www.ipdb.org/machine.cgi?gid=1313&puid=38895
Jolly Roger,"Williams Electronics, Incorporated",20-Dec-67,4,EM,Historical - Pirates,https://www.ipdb.org/machine.cgi?gid=1314&puid=38895
Jolly Roger,Creative Products,,,SS,Historical - Pirates,https://www.ipdb.org/machine.cgi?gid=5862&puid=38895
Joly Captain,Rally a.k.a. Rally Play Company,1965,2,EM,Sports - Water Sports,https://www.ipdb.org/machine.cgi?gid=3183&puid=38895
Jostle,Royal Novelty Company,"October, 1931",1,ME,,https://www.ipdb.org/machine.cgi?gid=1315&puid=38895
Jostle,Unknown Manufacturer,,1,ME,,https://www.ipdb.org/machine.cgi?gid=5403&puid=38895
Joust,"Williams Electronics, Incorporated","April, 1983",2,SS,,https://www.ipdb.org/machine.cgi?gid=1316&puid=38895
Joust,Bally Manufacturing Corporation,"September, 1969",2,EM,Historical,https://www.ipdb.org/machine.cgi?gid=1317&puid=38895
Joy Game,"The Ad-Lee Company, Incorporated","April, 1932",1,ME,,https://www.ipdb.org/machine.cgi?gid=3185&puid=38895
Joyball,Richard Manufacturing Company,"June, 1932",1,ME,,https://www.ipdb.org/machine.cgi?gid=1319&puid=38895
Jubilee,D. Gottlieb & Company,"May, 1955",4,EM,,https://www.ipdb.org/machine.cgi?gid=1320&puid=38895
Jubilee,"Williams Electronics, Incorporated",29-Jun-73,4,EM,Historical,https://www.ipdb.org/machine.cgi?gid=1321&puid=38895
Jubilee,Williams Manufacturing Company,1954,1,EM,Music,https://www.ipdb.org/machine.cgi?gid=5856&puid=38895
Judge Dredd,"Midway Manufacturing Company, a subsidiary of WMS Industries, Incorporated","September, 1993",4,SS,Fictional - Licensed Theme,https://www.ipdb.org/machine.cgi?gid=1322&puid=38895
Judy,Exhibit Supply Company,"July, 1950",1,EM,Girls/Women,https://www.ipdb.org/machine.cgi?gid=3186&puid=38895
Juggle Ball,Rock-ola Manufacturing Corporation,"September, 1932",1,ME,,https://www.ipdb.org/machine.cgi?gid=1323&puid=38895
Juke Box,Chicago Coin Machine Manufacturing Company,"September, 1976",4,EM,Music - Dancing,https://www.ipdb.org/machine.cgi?gid=1324&puid=38895
Jumaci,Jumaci S.L.,,1,EM,,https://www.ipdb.org/machine.cgi?gid=4626&puid=38895
Jumbo,Bally Manufacturing Corporation,,1,EM,,https://www.ipdb.org/machine.cgi?gid=1325&puid=38895
Jumbo,Bally Manufacturing Corporation,,1,EM,,https://www.ipdb.org/machine.cgi?gid=4170&puid=38895
Jumbo,Nate Schneller Incorporated,,1,,,https://www.ipdb.org/machine.cgi?gid=4332&puid=38895
"Jumbo, Jr.",D. Gottlieb & Company,2-Feb-57,,EM,,https://www.ipdb.org/machine.cgi?gid=3769&puid=38895
Jump Shot,D. Gottlieb & Company,"January, 1972",1,EM,,https://www.ipdb.org/machine.cgi?gid=3745&puid=38895
Jumper,Exhibit Supply Company,"December, 1939",1,EM,Sports - Fox Hunting - Horses,https://www.ipdb.org/machine.cgi?gid=1327&puid=38895
Jumpin' Jack's,Williams Electronic Manufacturing Company,10-Apr-63,2,EM,Happiness - Circus/Carnival,https://www.ipdb.org/machine.cgi?gid=1328&puid=38895
Jumpin' Jacks,Genco Manufacturing Company,"October, 1952",1,EM,,https://www.ipdb.org/machine.cgi?gid=1330&puid=38895
Jumping Jack,D. Gottlieb & Company,"May, 1973",2,EM,,https://www.ipdb.org/machine.cgi?gid=1329&puid=38895
Jumping Jack,Maquinas Recreativas Sociedad Anonima,,1,EM,,https://www.ipdb.org/machine.cgi?gid=5815&puid=38895
Jungle,Genco Manufacturing Company,"September, 1941",1,EM,African Jungle - Animals,https://www.ipdb.org/machine.cgi?gid=4800&puid=38895
Jungle,Williams Electronic Manufacturing Company,11-Jul-60,1,EM,Hunting - Safari,https://www.ipdb.org/machine.cgi?gid=1331&puid=38895
Jungle,D. Gottlieb & Company,"September, 1972",4,EM,Fantasy,https://www.ipdb.org/machine.cgi?gid=1332&puid=38895
Jungle,Genco Manufacturing Company,"May, 1938",1,EM,Fantasy,https://www.ipdb.org/machine.cgi?gid=1333&puid=38895
Jungle Africa,Lindstrom Tool and Toy Company,1934,1,ME,African Jungle,https://www.ipdb.org/machine.cgi?gid=4915&puid=38895
Jungle Drum,Bally Manufacturing Corporation,1947,1,EM,Foreign People,https://www.ipdb.org/machine.cgi?gid=5959&puid=38895
Jungle Drums,"Williams Electronics, Incorporated","November, 1971",1,EM,Sports - Hunting - Safari,https://www.ipdb.org/machine.cgi?gid=1335&puid=38895
Jungle Gun,United Manufacturing Company,"July, 1954",1,EM,Sports - Hunting - Safari,https://www.ipdb.org/machine.cgi?gid=6362&puid=38895
Jungle Hunt,Exhibit Supply Company,"June, 1935",1,EM,,https://www.ipdb.org/machine.cgi?gid=1341&puid=38895
Jungle Hunt,D. Gottlieb & Company,"February, 1935",1,ME,,https://www.ipdb.org/machine.cgi?gid=4220&puid=38895
Jungle King,D. Gottlieb & Company,"May, 1973",1,EM,Jungle,https://www.ipdb.org/machine.cgi?gid=1336&puid=38895
Jungle King,Renato Montanari Giochi,1973,1,EM,,https://www.ipdb.org/machine.cgi?gid=4780&puid=38895
Jungle Life,Unknown Manufacturer,,1,EM,Jungle,https://www.ipdb.org/machine.cgi?gid=5266&puid=38895
Jungle Life,D. Gottlieb & Company,"December, 1972",1,EM,Jungle,https://www.ipdb.org/machine.cgi?gid=1337&puid=38895
Jungle Lord,"Williams Electronics, Incorporated","February, 1981",4,SS,Fantasy,https://www.ipdb.org/machine.cgi?gid=1338&puid=38895
Jungle Princess,"D. Gottlieb & Company, a Columbia Pictures Industries Company","August, 1977",2,EM,Fantasy,https://www.ipdb.org/machine.cgi?gid=1339&puid=38895
Jungle Queen,"D. Gottlieb & Company, a Columbia Pictures Industries Company","July, 1977",4,EM,Fantasy,https://www.ipdb.org/machine.cgi?gid=1340&puid=38895
Jungle Queen,Pinball Shop,1985,4,SS,Adventure,https://www.ipdb.org/machine.cgi?gid=4943&puid=38895
Junior,Genco Manufacturing Company,"November, 1937",1,EM,,https://www.ipdb.org/machine.cgi?gid=1342&puid=38895
Junior,"G. M. Laboratories, Incorporated","October, 1935",1,ME,,https://www.ipdb.org/machine.cgi?gid=4260&puid=38895
Junior League Bat-A-Ball,American Amusement Company,1946,1,ME,Sports - Baseball,https://www.ipdb.org/machine.cgi?gid=4675&puid=38895
Junk Yard,"Williams Electronics Games, Incorporated, a subsidiary of WMS Ind., Incorporated","December, 1996",4,SS,Fantasy,https://www.ipdb.org/machine.cgi?gid=4014&puid=38895
Jupiter,Unknown Manufacturer,,1,EM,Mythology,https://www.ipdb.org/machine.cgi?gid=5159&puid=38895
Jurassic Park,"Data East Pinball, Incorporated",26-Apr-93,4,SS,Fantasy - Licensed Theme,https://www.ipdb.org/machine.cgi?gid=1343&puid=38895
Just 21,D. Gottlieb & Company,"January, 1950",1,EM,Girls/Women,https://www.ipdb.org/machine.cgi?gid=1344&puid=38895
Just-Rite Monarch,Tennyson Manufacturing Company,"March, 1935",1,EM,,https://www.ipdb.org/machine.cgi?gid=4772&puid=38895
Justice,Peo Manufacturing Corporation,"January, 1936",1,EM,,https://www.ipdb.org/machine.cgi?gid=1345&puid=38895
K. C. Jones,D. Gottlieb & Company,"November, 1949",1,EM,Trains,https://www.ipdb.org/machine.cgi?gid=1399&puid=38895
K.O.,Superior Manufacturing Company,1933,1,,,https://www.ipdb.org/machine.cgi?gid=5587&puid=38895
K.O.,Superior Amusement Company,"April, 1934",1,,,https://www.ipdb.org/machine.cgi?gid=5588&puid=38895
Kabuki,"Data East Pinball, Incorporated",,4,SS,Kabuki,https://www.ipdb.org/machine.cgi?gid=4537&puid=38895
Kansas,Maquinas Recreativas Sociedad Anonima,,1,EM,American West,https://www.ipdb.org/machine.cgi?gid=5916&puid=38895
Karate Fight,Bally Midway Manufacturing Company,"June, 1986",4,SS,Sports - Martial Arts,https://www.ipdb.org/machine.cgi?gid=4663&puid=38895
Karate Fight,Bally Wulff,"June, 1986",4,SS,Sports - Martial Arts,https://www.ipdb.org/machine.cgi?gid=1346&puid=38895
Kardtainer,K-T Manufacturing Company,"May, 1932",2,ME,,https://www.ipdb.org/machine.cgi?gid=1347&puid=38895
Karom Golf,Karom Golf Table Corporation,"March, 1931",1,ME,Sports - Golfing,https://www.ipdb.org/machine.cgi?gid=1348&puid=38895
Karting,Rally a.k.a. Rally Play Company,1962,2,EM,Go Karts - Racing,https://www.ipdb.org/machine.cgi?gid=3188&puid=38895
Kasandra,Sigma,,1,,Mythology,https://www.ipdb.org/machine.cgi?gid=5529&puid=38895
KAY-JOR No.132,The Hoge Mfg. Co. Inc.,,1,ME,,https://www.ipdb.org/machine.cgi?gid=5898&puid=38895
Keen Ball,Keeney and Sons,"February, 1932",1,ME,,https://www.ipdb.org/machine.cgi?gid=1349&puid=38895
Keen Ball Jackpot,Miller Cabinet Company,"June, 1932",1,ME,,https://www.ipdb.org/machine.cgi?gid=3189&puid=38895
Keen-A-Ball,D. Gottlieb & Company,"September, 1939",1,EM,,https://www.ipdb.org/machine.cgi?gid=1350&puid=38895
Keen-O,J. H. Keeney and Company Incorporated,"May, 1937",1,EM,,https://www.ipdb.org/machine.cgi?gid=3190&puid=38895
Keep 'Em Flying,D. Gottlieb & Company,"February, 1942",1,EM,Aviation - Combat - Military - Historical - Wartime - World War II - Patriotic,https://www.ipdb.org/machine.cgi?gid=3191&puid=38895
Kelly Pool (Junior),D. Gottlieb & Company,"May, 1935",1,EM,Billiards,https://www.ipdb.org/machine.cgi?gid=5161&puid=38895
Kelly Pool (Senior),D. Gottlieb & Company,"April, 1935",1,EM,Billiards,https://www.ipdb.org/machine.cgi?gid=1351&puid=38895
Keno,Unknown Manufacturer,,1,ME,,https://www.ipdb.org/machine.cgi?gid=5503&puid=38895
Kentucky,Bally Manufacturing Corporation,,1,EM,Sports - Horse Racing,https://www.ipdb.org/machine.cgi?gid=1352&puid=38895
Kentucky,Bally Manufacturing Corporation,16-Jan-41,1,EM,Sports - Horse Racing,https://www.ipdb.org/machine.cgi?gid=1353&puid=38895
Kentucky Derby,O. D. Jennings and Company,1936,1,EM,,https://www.ipdb.org/machine.cgi?gid=1354&puid=38895
Kentucky Derby,Unknown Manufacturer,,2,EM,Sports - Horse Racing,https://www.ipdb.org/machine.cgi?gid=5420&puid=38895
Kentucky Derby Winners,O. D. Jennings and Company,"August, 1935",1,EM,Sports - Horse Racing,https://www.ipdb.org/machine.cgi?gid=1355&puid=38895
Kentucky Star,Bally Manufacturing Corporation,,1,EM,,https://www.ipdb.org/machine.cgi?gid=1356&puid=38895
Keops,Industria (Electromec†nica) de Recreativos S.A,1976,1,EM,Egyptology,https://www.ipdb.org/machine.cgi?gid=4091&puid=38895
Kew Pin Golf Table,Karom Golf Table Corporation,"June, 1931",1,ME,Sports - Golfing,https://www.ipdb.org/machine.cgi?gid=1357&puid=38895
Kew-Pin-Ball,C. D. Fairchild Amusement Machine Corporation,"May, 1931",4,ME,Billiards,https://www.ipdb.org/machine.cgi?gid=1359&puid=38895
Kewpie Doll,D. Gottlieb & Company,"October, 1960",1,EM,Carnival - Shooting Gallery,https://www.ipdb.org/machine.cgi?gid=1358&puid=38895
Key Lite,Bally Manufacturing Corporation,"February, 1939",1,EM,,https://www.ipdb.org/machine.cgi?gid=1361&puid=38895
Key West,Bally Manufacturing Corporation,,1,EM,Beach - Happiness - Recreation - Swimming - Water - Women,https://www.ipdb.org/machine.cgi?gid=1360&puid=38895
Khalifa,Renov' Automatic - Jolux,,4,EM,Historical People,https://www.ipdb.org/machine.cgi?gid=5667&puid=38895
Kick In,C. E. Hoagland,"July, 1935",1,EM,,https://www.ipdb.org/machine.cgi?gid=4741&puid=38895
Kick Off,Shyvers Coin Automatic Machine Company,"July, 1934",1,EM,,https://www.ipdb.org/machine.cgi?gid=4733&puid=38895
