Name (click to view)ˇ,Manufacturer,Date Manufactured,Players,Type,Theme,IPDB Link
Kick Off,Bally Manufacturing Corporation,,4,SS,Sports - Soccer,https://www.ipdb.org/machine.cgi?gid=6519&puid=38895
Kick Off,Bally Manufacturing Corporation,"June, 1977",4,EM,Sports - Soccer,https://www.ipdb.org/machine.cgi?gid=1365&puid=38895
Kick-Back,Joseph Schneider Incorporated,"July, 1935",1,ME,,https://www.ipdb.org/machine.cgi?gid=4798&puid=38895
Kick-Back (Electric),Joseph Schneider Incorporated,,1,EM,,https://www.ipdb.org/machine.cgi?gid=4797&puid=38895
Kick-Off,Williams Manufacturing Company,20-Mar-58,1,EM,Sports - Football,https://www.ipdb.org/machine.cgi?gid=3192&puid=38895
Kicker,Chicago Coin Machine Manufacturing Company,"August, 1966",1,EM,Sports - Soccer - Futbol,https://www.ipdb.org/machine.cgi?gid=1363&puid=38895
Kicker,"D. Gottlieb & Company, a Columbia Pictures Industries Company","February, 1977",1,EM,Sports - Football - Futbol - Soccer,https://www.ipdb.org/machine.cgi?gid=1364&puid=38895
Kicker,Donald E Hooker,"July, 1934",1,EM,,https://www.ipdb.org/machine.cgi?gid=4738&puid=38895
Kicker (Italy),Chicago Coin Machine Manufacturing Company,,1,EM,Sports - Soccer - Futbol,https://www.ipdb.org/machine.cgi?gid=6296&puid=38895
Kickers,Shyvers Manufacturing Company,"August, 1937",1,EM,,https://www.ipdb.org/machine.cgi?gid=3193&puid=38895
Kickoff,"Williams Electronics, Incorporated",5-Dec-67,1,EM,Sports - Football,https://www.ipdb.org/machine.cgi?gid=1362&puid=38895
Kill Shot,"Data East Pinball, Incorporated",,,,,https://www.ipdb.org/machine.cgi?gid=5878&puid=38895
Kilroy,Chicago Coin Machine Manufacturing Company,9-Jan-47,1,EM,Military Folklore,https://www.ipdb.org/machine.cgi?gid=1366&puid=38895
King,King Products Company,"March, 1935",1,EM,,https://www.ipdb.org/machine.cgi?gid=4744&puid=38895
King Arthur and his Round Table,D. Gottlieb & Company,"October, 1949",1,EM,Historical - Knights,https://www.ipdb.org/machine.cgi?gid=1367&puid=38895
King Ball,King Game Factories,"May, 1932",1,ME,,https://www.ipdb.org/machine.cgi?gid=1368&puid=38895
King Ball,Maquinas Recreativas Sociedad Anonima,1967,1,EM,Billiards,https://www.ipdb.org/machine.cgi?gid=4365&puid=38895
King Ball,Maquinas Recreativas Sociedad Anonima,1960,1,EM,,https://www.ipdb.org/machine.cgi?gid=4646&puid=38895
King Fish,Genco Manufacturing Company,"August, 1935",1,EM,Fish,https://www.ipdb.org/machine.cgi?gid=1370&puid=38895
King Game,Procedimientos ElectromagnÇticos de Tanteo y Color,1974,1,EM,,https://www.ipdb.org/machine.cgi?gid=4390&puid=38895
King Kong,"Data East Pinball, Incorporated","April, 1990",4,SS,Fictional Characters,https://www.ipdb.org/machine.cgi?gid=3194&puid=38895
King Kong,LTD do Brasil Divers?es Eletrìnicas Ltda,,2,SS,Fictional Characters,https://www.ipdb.org/machine.cgi?gid=5894&puid=38895
King Kool,D. Gottlieb & Company,"June, 1972",2,EM,Happiness - Music,https://www.ipdb.org/machine.cgi?gid=1371&puid=38895
King of Diamonds,D. Gottlieb & Company,"January, 1967",1,EM,Cards/Gambling,https://www.ipdb.org/machine.cgi?gid=1372&puid=38895
King of Diamonds,Retro Pinball LLC,2010,4,SS,Cards/Gambling,https://www.ipdb.org/machine.cgi?gid=5239&puid=38895
King of Swat,Williams Manufacturing Company,"May, 1955",1,EM,Sports - Baseball,https://www.ipdb.org/machine.cgi?gid=3195&puid=38895
King Pin,Chicago Coin Machine Manufacturing Company,"December, 1951",1,EM,Sports - Bowling,https://www.ipdb.org/machine.cgi?gid=1373&puid=38895
King Pin,D. Gottlieb & Company,"November, 1973",1,EM,Sports - Bowling,https://www.ipdb.org/machine.cgi?gid=1374&puid=38895
King Pin,Williams Electronic Manufacturing Company,7-Sep-62,1,EM,Sports - Bowling,https://www.ipdb.org/machine.cgi?gid=1375&puid=38895
King Pin,Pace Manufacturing Company Incorporated,"February, 1932",1,ME,,https://www.ipdb.org/machine.cgi?gid=3983&puid=38895
King Pin,Maquinas Recreativas Sociedad Anonima,,1,EM,Sports - Bowling,https://www.ipdb.org/machine.cgi?gid=5917&puid=38895
King Pin,Pace Manufacturing Company Incorporated,1938,7,EM,Sports - Horse Racing,https://www.ipdb.org/machine.cgi?gid=6175&puid=38895
King Pin,,,,,Gangsters,https://www.ipdb.org/machine.cgi?gid=6516&puid=38895
King Rex,Bally Manufacturing Corporation,"January, 1970",1,EM,Egyptology,https://www.ipdb.org/machine.cgi?gid=1376&puid=38895
King Rock,D. Gottlieb & Company,"April, 1972",4,EM,Happiness - Music,https://www.ipdb.org/machine.cgi?gid=1377&puid=38895
King Tut,Bally Manufacturing Corporation,"December, 1969",1,EM,Egyptology - Historical,https://www.ipdb.org/machine.cgi?gid=1378&puid=38895
King Tut,Richard Manufacturing Company,"October, 1932",1,ME,Egyptology - Historical,https://www.ipdb.org/machine.cgi?gid=3957&puid=38895
Kingdom,J. Esteban,,4,EM,Myth and Legend,https://www.ipdb.org/machine.cgi?gid=5168&puid=38895
Kingpin,"Capcom Coin-Op, Incorporated","December, 1996",4,SS,Cops - Mobsters,https://www.ipdb.org/machine.cgi?gid=4000&puid=38895
Kings,Genco Manufacturing Company,"April, 1935",1,EM,,https://www.ipdb.org/machine.cgi?gid=1379&puid=38895
Kings,Williams Manufacturing Company,20-Sep-57,1,EM,Cards/Gambling,https://www.ipdb.org/machine.cgi?gid=1380&puid=38895
Kings & Queens,D. Gottlieb & Company,"March, 1965",1,EM,Cards/Gambling,https://www.ipdb.org/machine.cgi?gid=1381&puid=38895
Kings of Steel,Bally Midway Manufacturing Company,"March, 1984",4,SS,Historical - Knights - Cards,https://www.ipdb.org/machine.cgi?gid=1382&puid=38895
Kings of the Road,"Game Plan, Incorporated",,,SS,Car Culture,https://www.ipdb.org/machine.cgi?gid=5723&puid=38895
Kings of the Turf (First Model),H. C. Evans & Company,"February, 1935",1,EM,Sports - Horse Racing,https://www.ipdb.org/machine.cgi?gid=1383&puid=38895
Kings of the Turf (Light-Up Model),H. C. Evans & Company,"October, 1935",1,EM,Sports - Horse Racing,https://www.ipdb.org/machine.cgi?gid=4258&puid=38895
Kings of the Turf (Payout Model),H. C. Evans & Company,"September, 1935",1,EM,Sports - Horse Racing,https://www.ipdb.org/machine.cgi?gid=4253&puid=38895
Kings of the Turf (Second Model),H. C. Evans & Company,"May, 1935",1,EM,Sports - Horse Racing,https://www.ipdb.org/machine.cgi?gid=4237&puid=38895
Kismet,P & S Machine Company,"July, 1945",1,EM,,https://www.ipdb.org/machine.cgi?gid=1384&puid=38895
Kismet,Williams Electronic Manufacturing Company,27-Nov-61,4,EM,,https://www.ipdb.org/machine.cgi?gid=1385&puid=38895
Kismet,Unknown Manufacturer,,1,ME,,https://www.ipdb.org/machine.cgi?gid=5223&puid=38895
Kiss,L & V Mambelli,,1,SS,,https://www.ipdb.org/machine.cgi?gid=5002&puid=38895
Kiss,Unknown Manufacturer,,,SS,,https://www.ipdb.org/machine.cgi?gid=5143&puid=38895
Kiss,Bally Manufacturing Corporation,"June, 1979",4,SS,Celebrities - Licensed,https://www.ipdb.org/machine.cgi?gid=1386&puid=38895
KISS (Limited Edition),"Stern Pinball, Incorporated","July, 2015",4,SS,Celebrities ? Licensed - Music,https://www.ipdb.org/machine.cgi?gid=6267&puid=38895
KISS (Premium),"Stern Pinball, Incorporated","July, 2015",4,SS,Celebrities ? Licensed - Music,https://www.ipdb.org/machine.cgi?gid=6266&puid=38895
KISS (Pro),"Stern Pinball, Incorporated","May, 2015",4,SS,Celebrities ? Licensed - Music,https://www.ipdb.org/machine.cgi?gid=6265&puid=38895
Klever Lite,Genco Manufacturing Company,"February, 1935",1,EM,,https://www.ipdb.org/machine.cgi?gid=4658&puid=38895
Klick,Genco Manufacturing Company,"November, 1938",1,EM,,https://www.ipdb.org/machine.cgi?gid=3198&puid=38895
Klondike,"Williams Electronics, Incorporated",23-Aug-71,1,EM,Canadian West,https://www.ipdb.org/machine.cgi?gid=1388&puid=38895
Klondike,Bally Manufacturing Corporation,"October, 1938",1,EM,,https://www.ipdb.org/machine.cgi?gid=1389&puid=38895
Knicker Bocker,Stoner Manufacturing Company,"March, 1934",1,,,https://www.ipdb.org/machine.cgi?gid=1390&puid=38895
Knickerbocker,Chicago Coin Machine Manufacturing Company,13-Apr-34,1,ME,,https://www.ipdb.org/machine.cgi?gid=3199&puid=38895
Knock Out,D. Gottlieb & Company,"December, 1950",1,EM,Sports - Boxing,https://www.ipdb.org/machine.cgi?gid=1391&puid=38895
Knock Out,"Allied Leisure Industries, Incorporated",1974,2,SS,,https://www.ipdb.org/machine.cgi?gid=6479&puid=38895
Knock Out The Japs,Victory Games,"October, 1942",1,EM,Wartime - Patriotic,https://www.ipdb.org/machine.cgi?gid=3201&puid=38895
Knock-Out Junior,Superior Amusement Company,"July, 1934",1,,,https://www.ipdb.org/machine.cgi?gid=5590&puid=38895
Knock-Out Senior,Superior Amusement Company,"June, 1934",1,,,https://www.ipdb.org/machine.cgi?gid=5589&puid=38895
KnocKnock,Osbrink Games Company,,1,EM,,https://www.ipdb.org/machine.cgi?gid=5654&puid=38895
Knockout,"D. Gottlieb & Company, a Columbia Pictures Industries Company",,1,SS,Sports - Boxing,https://www.ipdb.org/machine.cgi?gid=6366&puid=38895
Knockout,Bally Manufacturing Corporation,"April, 1975",2,EM,Sports - Boxing,https://www.ipdb.org/machine.cgi?gid=1392&puid=38895
Knockout,Exhibit Supply Company,"August, 1941",1,EM,Sports - Boxing,https://www.ipdb.org/machine.cgi?gid=1393&puid=38895
Knockout,Automatic Amusements Company,1935,1,EM,,https://www.ipdb.org/machine.cgi?gid=3200&puid=38895
Knockout Blow,"Sega Enterprises, Ltd.","May, 1978",2,SS,Sports - Boxing,https://www.ipdb.org/machine.cgi?gid=5543&puid=38895
KnoKOut,Bensa,1974,1,EM,Sports - Boxing,https://www.ipdb.org/machine.cgi?gid=5270&puid=38895
Komet,Treff Automaten,"October, 1954",1,EM,Space Age - Space Exploration - Outer Space,https://www.ipdb.org/machine.cgi?gid=4103&puid=38895
Kong Kong,American Mill and Manufacturing Company,20-Nov-31,1,ME,,https://www.ipdb.org/machine.cgi?gid=1394&puid=38895
Kontest Bomber,Gillispie Games Company,1946,1,EM,Aircraft - Airplanes - Aviation - Flying - Warfare,https://www.ipdb.org/machine.cgi?gid=4520&puid=38895
Kontest Poker,Gillispie Games Company,1946,,EM,,https://www.ipdb.org/machine.cgi?gid=4521&puid=38895
Kow Tow,"Bay City Games, Incorporated","March, 1932",1,ME,,https://www.ipdb.org/machine.cgi?gid=3594&puid=38895
Krazy Komiks,Artists and Creators Guild Incorporated,"May, 1932",1,ME,Comics,https://www.ipdb.org/machine.cgi?gid=1395&puid=38895
Kriss-Kross,A & M Vending Machine Company,"September, 1932",1,ME,,https://www.ipdb.org/machine.cgi?gid=1396&puid=38895
Krull,"D. Gottlieb & Company, a Columbia Pictures Industries Company","February, 1983",4,SS,Fantasy - Licensed Theme,https://www.ipdb.org/machine.cgi?gid=1397&puid=38895
Krull II,"Mylstar Electronics, Incorporated",,4,SS,Fantasy,https://www.ipdb.org/machine.cgi?gid=5338&puid=38895
Ku-Ku,Universal Novelty Manufacturing Company,"October, 1932",1,ME,,https://www.ipdb.org/machine.cgi?gid=1398&puid=38895
Kue Ball,Unknown Manufacturer,1932,1,ME,,https://www.ipdb.org/machine.cgi?gid=6398&puid=38895
Kung Fu,JENSIgame S.E.,,1,,Sports - Martial Arts,https://www.ipdb.org/machine.cgi?gid=6425&puid=38895
Kuwait,Maquinas Recreativas Sociedad Anonima,,,EM,,https://www.ipdb.org/machine.cgi?gid=5804&puid=38895
KZ-26,Playmatic,1984,4,SS,Outer Space - Fantasy,https://www.ipdb.org/machine.cgi?gid=3202&puid=38895
L'Apero,Unknown Manufacturer,,1,ME,,https://www.ipdb.org/machine.cgi?gid=6271&puid=38895
l'arlequin,Unknown Manufacturer,,1,ME,,https://www.ipdb.org/machine.cgi?gid=6131&puid=38895
L'Etoile,Lenoble,"April, 1934",1,ME,,https://www.ipdb.org/machine.cgi?gid=5309&puid=38895
L'Etoile,Unknown Manufacturer,,1,ME,,https://www.ipdb.org/machine.cgi?gid=6230&puid=38895
L'Hexagone,Christian Automatic,"April, 1986",4,SS,,https://www.ipdb.org/machine.cgi?gid=3903&puid=38895
L'Hirondelle,Unknown Manufacturer,1933,1,ME,,https://www.ipdb.org/machine.cgi?gid=6461&puid=38895
La Comete,Unknown Manufacturer,,1,ME,Outer Space,https://www.ipdb.org/machine.cgi?gid=6121&puid=38895
La Retata,Geiger-Automatenbau GmbH,1992,4,SS,,https://www.ipdb.org/machine.cgi?gid=4440&puid=38895
La Tour de Paris,Bonzini et Sopransi,,1,ME,World Places,https://www.ipdb.org/machine.cgi?gid=5947&puid=38895
La Vie Parisienne,Bally Manufacturing Corporation,16-Oct-79,4,SS,Entertainment - Happiness - Historical,https://www.ipdb.org/machine.cgi?gid=5196&puid=38895
Lady Death,Geiger-Automatenbau GmbH,1983,4,SS,Fantasy - Vampires,https://www.ipdb.org/machine.cgi?gid=3972&puid=38895
Lady Luck,Bally Midway Manufacturing Company,"March, 1986",4,SS,Playing Cards - Poker,https://www.ipdb.org/machine.cgi?gid=1402&puid=38895
Lady Luck,D. Gottlieb & Company,"September, 1954",1,EM,,https://www.ipdb.org/machine.cgi?gid=1403&puid=38895
Lady Luck,"Williams Electronics, Incorporated",27-Mar-68,2,EM,Playing Cards - Gambling - Blackjack,https://www.ipdb.org/machine.cgi?gid=1404&puid=38895
Lady Luck,Recel S. A.,"November, 1976",4,EM,Cards/Gambling,https://www.ipdb.org/machine.cgi?gid=1405&puid=38895
Lady Luck,Pacific Amusement Manufacturing Company,"October, 1937",1,EM,,https://www.ipdb.org/machine.cgi?gid=3203&puid=38895
Lady Luck,"Taito do Brasil, a division of Taito, Japan",,4,SS,Gambling,https://www.ipdb.org/machine.cgi?gid=5010&puid=38895
Lady Luck,Bally Wulff,1986,4,SS,Playing Cards - Poker,https://www.ipdb.org/machine.cgi?gid=5429&puid=38895
Lady Robin Hood,D. Gottlieb & Company,31-Jan-48,1,EM,,https://www.ipdb.org/machine.cgi?gid=1406&puid=38895
Lady Savana,Alco,,4,,Fantasy,https://www.ipdb.org/machine.cgi?gid=5422&puid=38895
Lady Sharpshooter,"Game Plan, Incorporated","May, 1985",2,SS,American West,https://www.ipdb.org/machine.cgi?gid=1407&puid=38895
Laguna Beach,Bally Manufacturing Corporation,,1,EM,Beach - Swimming,https://www.ipdb.org/machine.cgi?gid=1408&puid=38895
Lai-Lani,Bally Manufacturing Corporation,,1,EM,American Places - Hawaii,https://www.ipdb.org/machine.cgi?gid=5960&puid=38895
Lancer,Exhibit Supply Company,"February, 1940",1,EM,Adventure - History - Jousting - Medieval,https://www.ipdb.org/machine.cgi?gid=1409&puid=38895
Lancers,D. Gottlieb & Company,"August, 1961",2,EM,Cavalry - Military,https://www.ipdb.org/machine.cgi?gid=1410&puid=38895
Landing on Venus,Rally a.k.a. Rally Play Company,1965,1,EM,Outer Space - Fantasy,https://www.ipdb.org/machine.cgi?gid=3205&puid=38895
Landslide,Exhibit Supply Company,"August, 1940",1,EM,,https://www.ipdb.org/machine.cgi?gid=1411&puid=38895
Lap By Lap,Industria (Electromec†nica) de Recreativos S.A,1986,4,SS,Sports - Auto Racing,https://www.ipdb.org/machine.cgi?gid=4098&puid=38895
Laramie,Maquinas Recreativas Sociedad Anonima,1976,2,EM,American West,https://www.ipdb.org/machine.cgi?gid=4647&puid=38895
Lariat,Nate Schneller Incorporated,"January, 1949",1,EM,,https://www.ipdb.org/machine.cgi?gid=1401&puid=38895
Lariat,D. Gottlieb & Company,"September, 1969",2,EM,Western,https://www.ipdb.org/machine.cgi?gid=1412&puid=38895
Las Vegas,Chicago Coin Machine Manufacturing Company,"December, 1972",1,EM,,https://www.ipdb.org/machine.cgi?gid=3206&puid=38895
Las Vegas,Mattel Electronics Company,1977,4,,Gambling,https://www.ipdb.org/machine.cgi?gid=3820&puid=38895
Las Vegas,Dama S.R.L.,1970,1,EM,,https://www.ipdb.org/machine.cgi?gid=4068&puid=38895
Las Vegas,Talleres del Llobregat S.A. [Automaticos],1967,1,EM,American Places - Gambling,https://www.ipdb.org/machine.cgi?gid=4612&puid=38895
Las Vegas,T.H. Bergmann & Company,,2,EM,American Places,https://www.ipdb.org/machine.cgi?gid=5499&puid=38895
Laser Ball,"Williams Electronics, Incorporated","December, 1979",4,SS,Outer Space - Fantasy,https://www.ipdb.org/machine.cgi?gid=1413&puid=38895
Laser Cue,"Williams Electronics, Incorporated","February, 1984",4,SS,Billiards - Outer Space - Fantasy,https://www.ipdb.org/machine.cgi?gid=1414&puid=38895
Laser War,"Data East Pinball, Incorporated","May, 1987",4,SS,Fantasy,https://www.ipdb.org/machine.cgi?gid=1415&puid=38895
Last Action Hero,"Data East Pinball, Incorporated",9-Aug-93,4,SS,Celebrities - Fictional - Licensed Theme,https://www.ipdb.org/machine.cgi?gid=1416&puid=38895
Last Lap,Playmatic,"September, 1978",4,SS,Sports - Auto Racing,https://www.ipdb.org/machine.cgi?gid=3207&puid=38895
Last Lap (Alternate Version),Playmatic,,4,SS,Sports - Auto Racing,https://www.ipdb.org/machine.cgi?gid=6075&puid=38895
Last Round,Unknown Manufacturer,,2,EM,Sports - Boxing,https://www.ipdb.org/machine.cgi?gid=5379&puid=38895
Last Supper,,,2,EM,Religious,https://www.ipdb.org/machine.cgi?gid=4562&puid=38895
Latonia,Stoner Manufacturing Company,"June, 1937",1,EM,,https://www.ipdb.org/machine.cgi?gid=1417&puid=38895
Laura,Williams Manufacturing Company,"November, 1945",1,EM,Girls/Women,https://www.ipdb.org/machine.cgi?gid=1418&puid=38895
Lawman,D. Gottlieb & Company,"October, 1971",2,EM,American West - Law Enforcement,https://www.ipdb.org/machine.cgi?gid=1419&puid=38895
Lawman,Unknown Manufacturer,,1,EM,,https://www.ipdb.org/machine.cgi?gid=5031&puid=38895
Lazer Lord,"Stern Electronics, Incorporated",1982,4,SS,Fantasy,https://www.ipdb.org/machine.cgi?gid=1421&puid=38895
Lazy-Q,Williams Manufacturing Company,18-Dec-53,1,EM,Western,https://www.ipdb.org/machine.cgi?gid=1422&puid=38895
Le Cameleon,Unknown Manufacturer,,1,ME,,https://www.ipdb.org/machine.cgi?gid=6269&puid=38895
Le Diamant,E. Grulet & Cie,,1,ME,,https://www.ipdb.org/machine.cgi?gid=5672&puid=38895
Le Grand 8,Christian Automatic,1985,4,SS,Amusement Park - Roller Coasters,https://www.ipdb.org/machine.cgi?gid=3916&puid=38895
Le grand Carrousel,SIRMO Games S.A.,,1,SS,,https://www.ipdb.org/machine.cgi?gid=5836&puid=38895
Le King,Jeutel,1983,4,SS,Arcade Games - Pinball - Truck Driving,https://www.ipdb.org/machine.cgi?gid=4554&puid=38895
Le Passe Partout,Unknown Manufacturer,,1,ME,,https://www.ipdb.org/machine.cgi?gid=5954&puid=38895
Le Prima,Unknown Manufacturer,,1,ME,,https://www.ipdb.org/machine.cgi?gid=6322&puid=38895
Le Rex Boule,Dudouit Fils,1932,1,ME,,https://www.ipdb.org/machine.cgi?gid=4906&puid=38895
Le Roulis,Compagnie Industrielle Des appareils Automatiques,,1,ME,,https://www.ipdb.org/machine.cgi?gid=5962&puid=38895
Lead Off,Bally Manufacturing Corporation,"July, 1940",1,EM,Sports - Baseball,https://www.ipdb.org/machine.cgi?gid=3208&puid=38895
Leader,Exhibit Supply Company,"August, 1940",1,EM,Aircraft - Naval - Ships,https://www.ipdb.org/machine.cgi?gid=1423&puid=38895
Leader,United Manufacturing Company,"October, 1951",1,EM,,https://www.ipdb.org/machine.cgi?gid=1424&puid=38895
League Leader,Success Manufacturing Corporation,"February, 1941",1,EM,,https://www.ipdb.org/machine.cgi?gid=1425&puid=38895
League Leader,J. H. Keeney and Company Incorporated,1958,1,EM,Sports - Baseball,https://www.ipdb.org/machine.cgi?gid=3209&puid=38895
Leap Ball,Royal Novelty Company,"August, 1932",1,ME,,https://www.ipdb.org/machine.cgi?gid=1426&puid=38895
Leap Frog,Scientific Machine Corporation,"May, 1936",1,EM,,https://www.ipdb.org/machine.cgi?gid=4283&puid=38895
Leap Frog,"The Ad-Lee Company, Incorporated",1935,1,ME,,https://www.ipdb.org/machine.cgi?gid=4312&puid=38895
Leap-Year,Marvel Manufacturing Company,"April, 1948",1,EM,,https://www.ipdb.org/machine.cgi?gid=1427&puid=38895
Lectronamo,"Stern Electronics, Incorporated","August, 1978",4,SS,Fantasy,https://www.ipdb.org/machine.cgi?gid=1429&puid=38895
Left or Right,Pacific Amusement Manufacturing Company,"May, 1935",1,EM,,https://www.ipdb.org/machine.cgi?gid=4234&puid=38895
Legend,,1985,,SS,,https://www.ipdb.org/machine.cgi?gid=4553&puid=38895
Legends of Wrestlemania (Limited Edition),"Stern Pinball, Incorporated","February, 2015",4,SS,Sports - Wrestling,https://www.ipdb.org/machine.cgi?gid=6216&puid=38895
Legionnaire,Chicago Coin Machine Manufacturing Company,18-Jul-41,1,EM,Military,https://www.ipdb.org/machine.cgi?gid=1430&puid=38895
Leland (Sr),Chicago Coin Machine Manufacturing Company,"September, 1933",1,ME,,https://www.ipdb.org/machine.cgi?gid=1431&puid=38895
Leland (STD),Chicago Coin Machine Manufacturing Company,"September, 1933",1,ME,,https://www.ipdb.org/machine.cgi?gid=1432&puid=38895
