Name,Orig Name,IPDB ID,Manufacturer,Date Manufactured,Players,Type,Theme
Hi-Ball,Hi-Ball,1164,Peo Manufacturing Corporation,"January, 1932",1,ME,
Hi-Ball,Hi-Ball,3142,Exhibit Supply Company,"February, 1938",1,EM,
Hi-Ball,Hi-Ball,3709,Tecnoplay,1988,6,SS,Outer Space - Space Fantasy
Hi-Ball,Hi-Ball,5376,Unknown Manufacturer,,1,ME,
Hi-Ball (Improved),Hi-Ball (Improved),5377,Peo Manufacturing Corporation,,1,ME,
Hi-Boy,Hi-Boy,5676,Birmingham Vending Company,"February, 1933",1,ME,
Hi-Boy,Hi-Boy,3143,Mills Novelty Company,1938,1,EM,
Hi-De-Ho,Hi-De-Ho,1156,Pacific Amusement Manufacturing Company,"January, 1937",1,EM,
Hi-Deal,Hi-Deal,1157,Bally Manufacturing Corporation,"October, 1975",1,EM,Airplanes - Aviation - City Buildings - City Scene - Flying - Playing Cards
Hi-Dive,Hi-Dive,1171,D. Gottlieb & Company,"May, 1941",1,EM,High Diving - Recreation - Swimming
Hi-Diver,Hi-Diver,1165,D. Gottlieb & Company,"April, 1959",1,EM,Sports - Water Sports
Hi-Fi,Hi-Fi,1166,Bally Manufacturing Corporation,,1,EM,Music - Singing
Hi-FLY,Hi-FLY,3144,Genco Manufacturing Company,"May, 1956",2,EM,Sports - Baseball
Hi-Flyer,Hi-Flyer,1167,Chicago Coin Machine Manufacturing Company,12-Aug-74,2,EM,Sports - Hot Air Ballooning
Hi-Hand,Hi-Hand,1179,Williams Manufacturing Company,"June, 1957",1,EM,Playing Cards - Poker
Hi-Hat,Hi-Hat,1181,Genco Manufacturing Company,"May, 1941",1,EM,Girls/Women
Hi-Lite,Hi-Lite,1182,Western Equipment & Supply Company,"November, 1935",1,EM,
Hi-Lo,Hi-Lo,1183,Genco Manufacturing Company,"June, 1938",1,EM,Diving - Swimming - Women
Hi-Lo,Hi-Lo,1184,D. Gottlieb & Company,"February, 1969",1,EM,Cards/Gambling
Hi-Lo,Hi-Lo,1185,Automatic Games Company,"January, 1932",1,ME,
HI-LO,HI-LO,5242,Unknown Manufacturer,,1,ME,
Hi-Lo (Junior),Hi-Lo (Junior),1188,Northwest Coin Machine Company,13-Feb-32,1,ME,Cards/Gambling
Hi-Lo (Senior),Hi-Lo (Senior),1189,Northwest Coin Machine Company,12-Mar-32,1,ME,Cards/Gambling
Hi-Lo Ace,Hi-Lo Ace,1187,Bally Manufacturing Corporation,"October, 1973",1,EM,Cards/Gambling
Hi-Low Game (Junior),Hi-Low Game (Junior),5042,Dallas Novelty Company Incorporated,"March, 1932",1,ME,
Hi-Low Game (Senior),Hi-Low Game (Senior),5041,Dallas Novelty Company Incorporated,"January, 1932",1,ME,
Hi-Ride,Hi-Ride,1159,J. H. Keeney and Company Incorporated,"October, 1947",1,EM,Amusement Park - Roller Coasters
Hi-Score,Hi-Score,1160,D. Gottlieb & Company,"May, 1967",4,EM,Sports - Pinball
Hi-Score Pool,Hi-Score Pool,1161,Chicago Coin Machine Manufacturing Company,"August, 1971",2,EM,Billiards
Hi-Score Pool,Hi-Score Pool,4922,United Manufacturing Company,1956,2,EM,Billiards
Hi-Score Pool,Hi-Score Pool,6381,A. G. Sebring Corporation,"July, 1949",1,EM,
Hi-Shot,Hi-Shot,1190,Hi-Shot Manufacturing Company,"February, 1932",1,ME,
Hi-Skor,Hi-Skor,5224,Hi-Skor Amusement Company,"May, 1932",1,ME,
Hi-Skor,Hi-Skor,5225,King Amusement Company,"July, 1932",1,ME,
Hi-Stepper,Hi-Stepper,1162,Stoner Manufacturing Company,"July, 1941",1,EM,Beach - Happiness - Recreation - Swimming - Women
Hialeah,Hialeah,1163,Bally Manufacturing Corporation,"April, 1936",1,EM,
High Ace,High Ace,1168,"Williams Electronics, Incorporated","November, 1974",1,EM,Cards/Gambling
High Ace,High Ace,5424,Segasa,1974,1,EM,Cards/Gambling
High Boy,High Boy,4791,Sullivan-Nolan Advertising Company [WWII Conversions Only],"June, 1942",1,EM,
High Card,High Card,1169,D. Gottlieb & Company,"August, 1936",1,EM,Playing Cards
High Fliers,High Fliers,6249,"Western Products, Incorporated",,1,EM,Aircraft - Airplanes - Airports - Aviation - Flying - Warfare
High Flyer,High Flyer,3145,Bally Manufacturing Corporation,,1,EM,Airplanes
High Hand,High Hand,1172,Bally Manufacturing Corporation,"September, 1935",1,EM,Playing Cards - Poker
High Hand,High Hand,1173,D. Gottlieb & Company,"July, 1973",1,EM,Cards/Gambling
High Pockets,High Pockets,3148,Western Equipment & Supply Company,"October, 1935",1,EM,
High Roller Casino,High Roller Casino,4502,"Stern Pinball, Incorporated","January, 2001",4,SS,Gambling
High Score Rollett,High Score Rollett,6118,Unknown Manufacturer,,1,ME,
High Seas,High Seas,1175,D. Gottlieb & Company,"November, 1976",1,EM,Adventure - Pirates
High Speed,High Speed,1176,"Williams Electronics Games, Incorporated, a subsidiary of WMS Ind., Incorporated","January, 1986",4,SS,Cops - Driving - Police - Speeding
High Speed,High Speed,4115,"Universal de Desarrollos Electronicos, S.A.",1987,4,SS,
High Steel,High Steel,3710,"Williams Electronics, Incorporated","February, 1985",4,SS,
High-Lite,High-Lite,1177,"Daval Mfg Company Incorporated, G.B.","August, 1939",1,EM,Dancing - Girls - Pageantry - Women
High-Low,High-Low,3147,Chicago Coin Machine Manufacturing Company,20-Dec-35,1,EM,
Highways,Highways,1178,Williams Electronic Manufacturing Company,9-Mar-61,1,EM,Automobile Travel
Hill Climb,Hill Climb,5333,"Mylstar Electronics, Incorporated",,4,SS,Motorcycles
Hippy,Hippy,4400,Dama S.R.L.,1970,1,EM,
Hippye,Hippye,4706,European Automaten Service,"June, 1970",4,EM,Happiness - Music - People - Psychedelic
Hippye,Hippye,4818,Dama S.R.L.,,1,EM,
Hit,Hit,1192,Genco Manufacturing Company,"May, 1938",1,EM,
Hit 'N' Run,Hit 'N' Run,1195,D. Gottlieb & Company,"March, 1952",1,EM,Sports - Baseball
Hit 'N' Run,Hit 'N' Run,3149,"Daval Mfg Company Incorporated, G.B.","April, 1937",1,EM,Sports - Baseball
Hit and Run,Hit and Run,3992,H & M Manufacturing Company,1933,1,ME,Sports - Baseball
Hit and Run Base-Ball,Hit and Run Base-Ball,1193,"Williams Electronics, Incorporated","March, 1970",2,EM,Sports - Baseball
Hit Line,Hit Line,1194,Playmatic,1969,1,EM,
Hit Me,Hit Me,3760,D. Gottlieb & Company,"November, 1951",1,EM,
Hit Me,Hit Me,4304,Allied Amusement Company,"May, 1935",1,EM,
Hit Number,Hit Number,1196,J. H. Keeney and Company Incorporated,17-Sep-38,1,EM,Music - Dancing
Hit or Miss,Hit or Miss,1197,Pacific Amusement Manufacturing Company,"May, 1935",1,EM,
Hit or Miss,Hit or Miss,6181,Unknown Manufacturer,,1,EM,
Hit Parade,Hit Parade,1199,D. Gottlieb & Company,"August, 1936",1,EM,Sports - Baseball
Hit Parade,Hit Parade,1200,Marvel Manufacturing Company,"July, 1948",1,EM,Dancing - Happiness - Music - Nightlife - Singing
Hit Parade,Hit Parade,3150,Chicago Coin Machine Manufacturing Company,"February, 1951",1,EM,
Hit the Deck,Hit the Deck,1201,"D. Gottlieb & Company, a Columbia Pictures Industries Company","August, 1978",1,EM,
Hit The Deck Play Cards,Hit The Deck Play Cards,4923,Bingo Novelty Manufacturing Company,,1,ME,Playing Cards
Hit The Japs,Hit The Japs,1202,Victory Games,"October, 1942",1,EM,Wartime - Patriotic
Hit To Score,Hit To Score,3151,Pin Ball Manufacturing Company,"January, 1979",1,,
Hit-A-Card,Hit-A-Card,1203,D. Gottlieb & Company,"March, 1967",1,EM,Cards/Gambling
Hit-It,Hit-It,4290,O. D. Jennings and Company,"September, 1936",1,EM,
Hits and Runs,Hits and Runs,3146,Genco Manufacturing Company,24-Mar-51,1,EM,Sports - Baseball
Hitter's Rally,Hitter's Rally,4815,The Seidel Amusement Machine Company,,2,SS,
Hockey,Hockey,5014,,,1,EM,Hockey
Hockey,Hockey,3152,Chicago Coin Machine Manufacturing Company,2-Dec-41,1,EM,Sports - Hockey
Hockey Girl,Hockey Girl,3153,Rally a.k.a. Rally Play Company,1964,2,EM,Sports - Hockey - Croquet
Hoe Down,Hoe Down,1252,"Allied Leisure Industries, Incorporated","March, 1978",4,SS,Music - Singing - Dancing
Hokum,Hokum,5088,Unknown Manufacturer,,1,ME,
Hokus Pokus,Hokus Pokus,1206,Bally Manufacturing Corporation,"March, 1976",2,EM,Entertainment - Magic
Hold 'Em,Hold 'Em,1207,Stoner Manufacturing Company,"October, 1936",2,EM,Sports - Football
Hold Over,Hold Over,1208,Stoner Manufacturing Company,"November, 1940",1,EM,
Hold Tight,Hold Tight,1209,"Western Products, Incorporated","May, 1939",1,EM,
Hole In One,Hole In One,3634,Bally Manufacturing Corporation,,1,EM,
Hole Whack,Hole Whack,5819,Bill Port,1977,1,EM,Sports - Golf
Hole-In-One,Hole-In-One,4224,C. F. Eckhart & Company,"March, 1935",1,EM,
Holiday,Holiday,1210,J. H. Keeney and Company Incorporated,"December, 1951",1,EM,
Holiday,Holiday,1211,Chicago Coin Machine Manufacturing Company,1-Dec-48,1,EM,Sports - Snow Skiing - Vacationing
Holiday Hits,Holiday Hits,1213,"International Mutoscope Reel Company, Incorporated","November, 1935",1,EM,
Hollywood,Hollywood,1214,Chicago Coin Machine Manufacturing Company,"February, 1976",2,EM,Show Business
Hollywood,Hollywood,1215,Williams Electronic Manufacturing Company,15-May-61,2,EM,Show Business
Hollywood,Hollywood,1216,Marvel Manufacturing Company,"November, 1945",1,EM,Show Business
Hollywood,Hollywood,1217,Rock-ola Manufacturing Corporation,"March, 1936",1,EM,
Hollywood Derby,Hollywood Derby,5990,Unknown Manufacturer,,1,EM,Sports - Horse Racing
Hollywood Driving Range,Hollywood Driving Range,1218,Williams Electronic Manufacturing Company,"January, 1965",1,EM,Sports - Golf
Hollywood Heat,Hollywood Heat,1219,Premier Technology,"June, 1986",4,SS,Fictional
Home Run,Home Run,1220,Chicago Coin Machine Manufacturing Company,5-Feb-37,1,EM,Sports - Baseball
Home Run,Home Run,1221,D. Robbins and Company,"August, 1936",1,EM,Sports - Baseball
Home Run,Home Run,1222,Chicago Coin Machine Manufacturing Company,"February, 1972",2,EM,Sports - Baseball
Home Run,Home Run,1224,D. Gottlieb & Company,"May, 1971",1,EM,Sports - Baseball
Home Run,Home Run,1225,Pierce Tool and Manufacturing Company,"May, 1932",1,ME,Sports - Baseball
Home Run,Home Run,3155,Chicago Coin Machine Manufacturing Company,9-Dec-41,1,EM,Sports - Baseball
Home Run,Home Run,4291,Scientific Machine Corporation,"September, 1936",1,EM,
Home Run,Home Run,4767,Chicago Coin Machine Manufacturing Company,"May, 1954",6,EM,Sports - Baseball
Home Run 1940,Home Run 1940,1223,Chicago Coin Machine Manufacturing Company,22-Feb-40,1,EM,Sports - Baseball
Home Run Hitter,Home Run Hitter,4761,"Coin Concepts, Incorporated",1994,1,SS,Sports - Baseball
Home Run ë44,Home Run ?44,5065,V. P. Distributing Company,1944,1,EM,
Home Stretch,Home Stretch,3156,Genco Manufacturing Company,"June, 1937",1,EM,Sports - Horse Racing
Home Tango,Home Tango,6331,Atlas Indicator Works Incorporated,"April, 1932",1,ME,
Home-Run,Home-Run,1226,Atlas Indicator Works Incorporated,"November, 1932",1,ME,Sports - Baseball
Homestretch,Homestretch,1227,A.B.T. Manufacturing Company,"May, 1935",1,EM,Sports - Horse Racing
Honey,Honey,1228,Genco Manufacturing Company,22-Jul-47,1,EM,Girls - Women
Honey,Honey,1229,Exhibit Supply Company,1938,1,EM,
Honey,Honey,1230,"Williams Electronics, Incorporated",4-May-72,4,EM,Girls/Women - Romance
Hong Kong,Hong Kong,1231,Williams Manufacturing Company,22-Sep-52,1,EM,Adventure
Honolulu,Honolulu,4672,Interflip S. A.,,1,EM,
Hooey-Ball,Hooey-Ball,1232,Barok Company,"February, 1932",1,ME,
Hooey-Ball Jr.,Hooey-Ball Jr.,5409,Barok Company,"February, 1932",1,ME,
Hook,Hook,1233,"Data East Pinball, Incorporated",30-Jan-92,4,SS,Licensed Theme - Pirates - Fictional
Hooligan Pool,Hooligan Pool,6380,Chicago Coin Machine Manufacturing Company,"January, 1956",4,EM,
Hoop-Er-Doo,Hoop-Er-Doo,1234,Pierce Tool and Manufacturing Company,"March, 1932",1,ME,
Hoops,Hoops,1235,Premier Technology,"February, 1991",4,SS,Sports - Basketball
Hoops,Hoops,6395,Genco Manufacturing Company,"July, 1938",1,ME,Sports - Basketball
Hoosier Baseball,Hoosier Baseball,5162,Hoosier Games Company,"November, 1932",1,EM,Sports - Baseball
Hootenanny,Hootenanny,1236,Bally Manufacturing Corporation,"November, 1963",1,EM,Music - Singing - Dancing
Hop Shot,Hop Shot,4865,Gotham Pressed Steel Corporation,1936,1,ME,
Hop-Scotch,Hop-Scotch,5280,Buckley Manufacturing Company,"August, 1935",1,EM,Children's Games
Horoscope,Horoscope,1237,D. Gottlieb & Company,"March, 1941",1,EM,Astrology - Horoscope
Horror,Horror,5118,Pinball Shop,,4,SS,Horror
Horse Shoes,Horse Shoes,1238,D. Gottlieb & Company,"November, 1937",1,EM,
Horse Shoes,Horse Shoes,3157,"Western Products, Incorporated","April, 1939",1,EM,
Horsefeathers,Horsefeathers,1240,Williams Manufacturing Company,14-Jan-52,2,EM,Sports - Horse Racing
Horsefeathers,Horsefeathers,5388,Colonial Specialties Company,"January, 1933",1,ME,
Horseshoe,Horseshoe,3158,A.B.T. Manufacturing Company,"June, 1933",1,ME,Games - Horseshoes
Horseshoes,Horseshoes,1239,Williams Manufacturing Company,18-Dec-51,1,EM,Happiness - Games - Horseshoes
Horseshoes,Horseshoes,3961,Jay Screw Products Corporation,1932,1,,
Hoss-Feathers,Hoss-Feathers,6286,Williams Manufacturing Company,,1,EM,Sports - Horse Racing
Hot & Cold,Hot & Cold,4854,Industria (Electromec·nica) de Recreativos S.A,1978,4,SS,Sports - Snow Skiing
Hot & Cold,Hot & Cold,5261,Industria (Electromec·nica) de Recreativos S.A,1978,4,EM,Sports - Snow Skiing
Hot & Cold,Hot & Cold,3889,Industria (Electromec·nica) de Recreativos S.A,1976,1,EM,Sports - Snow Skiing
Hot Ball,Hot Ball,4665,"Taito do Brasil, a division of Taito, Japan",1979,4,SS,
Hot Bullet,Hot Bullet,6421,Unknown Manufacturer,1970,1,EM,
Hot Cha!,Hot Cha!,1241,Exhibit Supply Company,"July, 1932",1,ME,
Hot Diggity,Hot Diggity,1242,Williams Manufacturing Company,28-May-56,1,EM,Happiness - Music - Dancing
Hot Fire Birds,Hot Fire Birds,3633,NSM Lions,"December, 1985",4,SS,Outer Space - Fantasy
Hot Hand,Hot Hand,1244,"Stern Electronics, Incorporated","May, 1979",4,SS,Cards/Gambling
Hot Hand,Hot Hand,6471,Leisure & Allied Industries,"May, 1979",4,SS,Cards/Gambling
Hot Line,Hot Line,1245,Williams Electronic Manufacturing Company,15-Sep-66,1,EM,Sports - Fishing
Hot Race,Hot Race,4377,A.M.I,1976,4,EM,Sports - Auto Racing
Hot Rocker,Hot Rocker,6191,Bally Manufacturing Corporation,,2,EM,Music - Singing
Hot Shot,Hot Shot,1247,D. Gottlieb & Company,"September, 1973",4,EM,Billiards
Hot Shot,Hot Shot,3160,"Midway Manufacturing Company, a subsidiary of WMS Industries, Incorporated","October, 1994",1,SS,Sports - Basketball
Hot Shots,Hot Shots,1248,Premier Technology,"April, 1989",4,SS,Circus/Carnival
Hot Shotz,Hot Shotz,3161,Bally Midway Manufacturing Company,1985,2,SS,Billiards
Hot Spot,Hot Spot,6120,Peo Manufacturing Corporation,,1,ME,
Hot Springs,Hot Springs,1249,D. Gottlieb & Company,"May, 1937",1,EM,Sports - Horse Racing
Hot Tip,Hot Tip,1250,J. H. Keeney and Company Incorporated,"May, 1947",1,EM,Sports - Horse Racing
Hot Tip,Hot Tip,1251,"Williams Electronics, Incorporated",27-Jun-77,4,EM,Sports - Horse Racing
Hot Tip,Hot Tip,3162,J. H. Keeney and Company Incorporated,"August, 1937",1,EM,
Hot Tip,Hot Tip,3163,"Williams Electronics, Incorporated",29-Sep-77,4,SS,Sports - Horse Racing
Hot Wheels,Hot Wheels,3164,Zaccaria,"September, 1979",4,SS,Auto Racing
Hot-Rods,Hot-Rods,1246,Bally Manufacturing Corporation,,1,EM,Sports - Auto Racing
Hotdogger,Hotdogger,4516,"The Henry W.T. Mali & Co., Inc.",1977,,,
Hotdoggin',Hotdoggin',1243,Bally Manufacturing Corporation,"July, 1980",4,SS,Sports - Skiing
"Houdini ""Master Mystery""","Houdini ""Master Mystery""",6469,American Pinball Inc.,,4,SS,Historical Characters - Magic
Houdini Master of Mystery,Houdini Master of Mystery,6470,American Pinball Inc.,30-Dec-17,4,SS,Historical Characters - Magic
House of Diamonds,House of Diamonds,3165,Zaccaria,"July, 1978",4,SS,Cards - Gambling
Hula-Hula,Hula-Hula,1253,Chicago Coin Machine Manufacturing Company,"May, 1966",2,EM,Recreation - Swimming - Singing - Dancing
Hula-Hula,Hula-Hula,6324,Chicago Coin Machine Manufacturing Company,"May, 1966",2,EM,Recreation - Swimming - Singing - Dancing
Hula-Hula (Italy),Hula-Hula (Italy),6448,Chicago Coin Machine Manufacturing Company,"May, 1966",2,EM,Recreation - Swimming - Singing - Dancing
Humpty Dumpty,Humpty Dumpty,1254,D. Gottlieb & Company,25-Oct-47,1,EM,Fictional Characters
Hunch,Hunch,4157,Bally Manufacturing Corporation,1935,1,EM,
Hunter,Hunter,1255,O. D. Jennings and Company,"September, 1935",1,EM,Sports - Hunting
Hunter,Hunter,4184,Bally Manufacturing Corporation,1936,1,EM,
Hurdle Hop,Hurdle Hop,3166,"International Mutoscope Reel Company, Incorporated","January, 1935",1,EM,
Hurdles,Hurdles,3167,Van-Scho Corp,"July, 1934",1,ME,Sports - Track Running
Hurdy Gurdy,Hurdy Gurdy,1256,D. Gottlieb & Company,"May, 1966",1,EM,Happiness - Music
Hurdy Gurdy (Italy),Hurdy Gurdy (Italy),4776,D. Gottlieb & Company,"June, 1966",1,EM,Happiness - Music
Hurricane,Hurricane,1257,"Williams Electronics Games, Incorporated, a subsidiary of WMS Ind., Incorporated","August, 1991",4,SS,Happiness - Circus/Carnival
Hy-Ball,Hy-Ball,4758,Lindstrom Tool and Toy Company,"March, 1932",1,ME,
Hy-Roll,Hy-Roll,5901,Bally Manufacturing Corporation,"November, 1947",1,EM,
Hy-Skor,Hy-Skor,3918,"Device Manufacturers, Incorporated","November, 1931",1,ME,
Hyde Park,Hyde Park,1258,D. Gottlieb & Company,"August, 1966",2,EM,World Places
Hyde Park,Hyde Park,5678,D. Gottlieb & Company,"June, 1966",2,EM,World Places
Hyperball,Hyperball,3169,"Williams Electronics, Incorporated",30-Dec-81,2,SS,Outer Space - Fantasy
Hypnox,Hypnox,5226,"Stern Electronics, Incorporated",1982,4,SS,Fantasy
Icarus,Icarus,1259,Recel S. A.,"September, 1977",4,EM,Sports - Parasailing - Water Sports - Recreation - Happiness
Icarus,Icarus,4370,Procedimientos ElectromagnÈticos de Tanteo y Color,1972,1,EM,
Ice Castle,Ice Castle,3711,"Midway Manufacturing Company, a subsidiary of WMS Industries, Incorporated","May, 1989",4,SS,
Ice Fever,Ice Fever,1260,Premier Technology,"February, 1985",4,SS,Sports - Hockey
Ice Mania,Ice Mania,3911,I.D.I.,,4,SS,Sports - Hockey
Ice Mania,Ice Mania,4566,Jac van Ham,1986,4,SS,Sports - Ice Hockey
Ice Show,Ice Show,4778,D. Gottlieb & Company,"January, 1966",1,EM,Sports - Ice Skating
Ice Show,Ice Show,1263,D. Gottlieb & Company,"March, 1966",1,EM,Sports - Ice Skating
Ice-Frolics,Ice-Frolics,1261,Bally Manufacturing Corporation,,1,EM,Ice Skating - Pageantry
Ice-Revue,Ice-Revue,1262,D. Gottlieb & Company,"December, 1965",1,EM,Sports - Ice Skating
Iceland,Iceland,5066,V. P. Distributing Company,1944,1,EM,
Idaho,Idaho,1264,United Manufacturing Company,"November, 1944",1,EM,American Places
Ideal-Golf,Ideal-Golf,4715,Max Jentzsch & Meerz,"May, 1934",1,ME,
Imo Bomber,Imo Bomber,4718,Max Jentzsch & Meerz,1937,1,EM,
IMO Diamant,IMO Diamant,5032,Max Jentzsch & Meerz,1938,1,EM,
Imo N¸rburg,Imo NÅrburg,4936,Max Jentzsch & Meerz,,1,EM,Sports - Auto Racing
IMO Spurt,IMO Spurt,4719,Max Jentzsch & Meerz,1952,1,EM,Sports - Bicycle Racing
Imo Weltflug (Flying the World),Imo Weltflug (Flying the World),4720,Max Jentzsch & Meerz,1937,1,EM,Aircraft - Airplanes - Airports - Aviation - Flying - Travel
IMO-JUWEL,IMO-JUWEL,4713,Max Jentzsch & Meerz,1938,1,EM,
Imo-Rennen,Imo-Rennen,4714,Max Jentzsch & Meerz,"August, 1936",1,,
Impact,Impact,5433,Recreativos Franco,1975,4,EM,
Impact,Impact,1265,Mills Novelty Company,"February, 1935",1,EM,
Impacto,Impacto,4868,Recreativos Franco,1975,1,EM,
Imperator,Imperator,3170,Jack Rogers,1961,2,EM,
Imperial,Imperial,4280,"International Mutoscope Reel Company, Incorporated","May, 1936",1,EM,
Improved Sharp's Shooter - Baseball Bagatelle,Improved Sharp's Shooter - Baseball Bagatelle,4849,The Sharp-Boyd Company,1933,1,ME,Sports - Baseball
Improved Sportsman,Improved Sportsman,2309,O. D. Jennings and Company,"January, 1935",1,EM,
Improved Whiffle,Improved Whiffle,5393,"Automatic Industries, Incorporated","May, 1931",1,ME,
Independence Day,Independence Day,3878,"Sega Pinball, Incorporated","July, 1996",6,SS,Outer Space/Licensed Theme/Action Movie
Indian Chief,Indian Chief,5521,Lindstrom Tool and Toy Company,,1,ME,Native Americans - Warriors
Indiana Jones,Indiana Jones,5306,"Stern Pinball, Incorporated","April, 2008",4,SS,Licensed Theme - Movie - Myth and Legend
Indiana Jones: The Pinball Adventure,Indiana Jones: The Pinball Adventure,1267,"Williams Electronics Games, Incorporated, a subsidiary of WMS Ind., Incorporated","August, 1993",4,SS,Adventure - Fictional - Licensed Theme
Indianapolis,Indianapolis,4609,Talleres del Llobregat S.A. [Automaticos],,1,EM,
Indianapolis 500,Indianapolis 500,2853,"Midway Manufacturing Company, a subsidiary of WMS Industries, Incorporated",6-Jun-95,4,SS,Sports - Auto Racing
Indicator,Indicator,3171,Automatic Amusements Company,"February, 1935",1,EM,
Infra-Red Scorer (AA),Infra-Red Scorer (AA),6463,J. H. Keeney and Company Incorporated,,,,
International,International,3980,Unknown Manufacturer,1933,1,,
Invader Ball,Invader Ball,4379,Red Baron Amusements,1980,1,SS,
Invaders,Invaders,1268,Genco Manufacturing Company,"October, 1953",1,EM,
Invasion,Invasion,1269,Westerhaus Amusement Company,"October, 1943",1,EM,Adventure - Combat
Invasion Stratogy,Invasion Stratogy,3885,Komputer Dynamics Corporation,"October, 1975",2,SS,Outer Space - Fantasy
Io Moon,Io Moon,4122,"Creaciones e Investigaciones ElectrÛnicas, Sociedad Limitada",1996,4,SS,Outer Space - Science Fiction - Space Fantasy
Iron Balls,Iron Balls,4426,"Universal de Desarrollos Electronicos, S.A.",1987,4,SS,
Iron Maiden,Iron Maiden,1270,"Stern Electronics, Incorporated","January, 1982",4,SS,Fantasy
Iron Maiden,Iron Maiden,5190,,"February, 2005",4,SS,Fantasy
Iron Maiden II,Iron Maiden II,5557,,"August, 2009",4,SS,Fantasy
Iron Man,Iron Man,5550,"Stern Pinball, Incorporated",2010,4,SS,Comics - Fantasy - Licensed Theme
Iron Man (Pro Vault Edition),Iron Man (Pro Vault Edition),6154,"Stern Pinball, Incorporated","July, 2014",4,SS,Comics - Fantasy - Licensed Theme
Iron Man Classic,Iron Man Classic,5652,"Stern Pinball, Incorporated",2010,4,SS,Comics - Fantasy - Licensed Theme
Irons and Woods,Irons and Woods,4651,"Sega Pinball, Incorporated",,1,SS,Sports - Golfing
Island Queens,Island Queens,6525,Bally Manufacturing Corporation,,1,EM,
Island Queens,Island Queens,1271,Bally Manufacturing Corporation,,1,EM,
Ivanhoe,Ivanhoe,3172,Nate Schneller Incorporated,"April, 1950",1,EM,
Ivory Golf,Ivory Golf,3173,J. H. Keeney and Company Incorporated,"September, 1935",1,EM,
Ivory Sweepstakes,Ivory Sweepstakes,4295,California Exhibit Company,1936,,EM,
Jack 'N Jill,Jack 'N Jill,1273,D. Gottlieb & Company,"April, 1948",1,EM,Nursery Rhyme
Jack and Jill,Jack and Jill,1274,Bally Manufacturing Corporation,"February, 1933",2,ME,
Jack Benson,Jack Benson,6102,,,,,
Jack In The Box,Jack In The Box,1277,D. Gottlieb & Company,"February, 1973",4,EM,Happiness - Circus/Carnival
Jack Pot,Jack Pot,1275,Artists and Creators Guild Incorporated,"May, 1932",1,ME,
Jack Pot Pin Game,Jack Pot Pin Game,5404,Moseley Vending Machine Exchange,"July, 1932",1,ME,
Jack Rabbit,Jack Rabbit,5670,Bigliardini Elettronici Milano,,4,SS,Rabbit Hunting
Jack Rabbit,Jack Rabbit,1276,Century Manufacturing Company,"October, 1934",1,EM,
Jack Rabbit,Jack Rabbit,3635,Success Games Company,1934,1,,
Jack-Pot,Jack-Pot,1278,Field Manufacturing Corporation,"June, 1932",1,ME,
Jackpot,Jackpot,1279,"Williams Electronics, Incorporated",27-Apr-71,4,EM,Canadian West - Prospecting
Jackpot,Jackpot,4991,Bigliardini Elettronici Milano,1976,1,EM,Canadian West - Prospecting
Jacks Open,Jacks Open,4643,Maquinas Recreativas Sociedad Anonima,,1,EM,
Jacks Open,Jacks Open,1281,D. Gottlieb & Company,"January, 1977",1,EM,Cards/Gambling
Jacks to Open,Jacks to Open,1282,"Mylstar Electronics, Incorporated","May, 1984",4,SS,Playing Cards - Poker
Jack∑Bot,Jack˙Bot,3619,"Williams Electronics Games, Incorporated, a subsidiary of WMS Ind., Incorporated",10-Oct-95,4,SS,Fantasy - Gambling - Outer Space
Jai Alai,Jai Alai,3779,"Williams Electronics, Incorporated",,2,EM,Sports - Jai Alai - Pelota
Jai-Alai..,Jai-Alai..,3174,Segasa d.b.a. Sonic,"January, 1978",4,EM,Sports - Jai Alai
Jake Mate,Jake Mate,1283,Recel S. A.,1974,1,EM,Chess
Jake Mate,Jake Mate,5927,Procedimientos ElectromagnÈticos de Tanteo y Color,,1,EM,Chess
Jalisco,Jalisco,4667,Recreativos Franco,1976,1,EM,Mexico
Jalopy,Jalopy,1284,Williams Manufacturing Company,8-Aug-51,1,EM,Sports - Auto Racing
Jamboree,Jamboree,1285,Exhibit Supply Company,"May, 1948",1,EM,Celebration - Music - Singing - Dancing
James Bond 007,James Bond 007,1286,"D. Gottlieb & Company, a Columbia Pictures Industries Company","October, 1980",4,SS,Celebrities - Fictional - Licensed Theme
James Cameronís Avatar,James Cameron?s Avatar,5618,"Stern Pinball, Incorporated",27-Aug-10,4,SS,Fantasy - Licensed Theme
James Cameronís Avatar (Limited Edition),James Cameron?s Avatar (Limited Edition),5653,"Stern Pinball, Incorporated",2-Dec-10,4,SS,Fantasy - Licensed Theme
Jane,Jane,5489,Fipermatic Ind˙stria ComÈrcio ImportaÁ„o e ExportaÁ„o Ltda,,4,EM,Fantasy
Jaws,Jaws,5080,Europlay,,1,EM,Sharks - Scuba Diving
Jay-Ball,Jay-Ball,1287,O. D. Jennings and Company,"February, 1932",1,ME,
Jazzy,Jazzy,1288,A & M Vending Machine Company,"September, 1932",1,ME,
Jeanie,Jeanie,1289,Exhibit Supply Company,"June, 1950",1,EM,American History - American Places - Women
Jeep,Jeep,3843,Unknown Manufacturer,"April, 1943",1,EM,
