Name,Orig Name,IPDB ID,Manufacturer,Date Manufactured,Players,Type,Theme
Aristocrat,Aristocrat,85,A. S. Douglis Machine Company,"March, 1932",1,ME,
Aristocrat L Standard,Aristocrat L Standard,1400,Stoner Manufacturing Company,"March, 1934",1,ME,
Arizona,Arizona,86,United Manufacturing Company,"February, 1943",1,EM,American Places
Arizona,Arizona,5890,LTD do Brasil Diversıes EletrÙnicas Ltda,,2,SS,American West
Arlington,Arlington,88,Bally Manufacturing Corporation,"July, 1937",1,EM,
Arlington,Arlington,811,Bell Products Company,"February, 1944",1,EM,
Arlington,Arlington,4192,Universal Manufacturing Company,"January, 1934",1,,
Arlington Park,Arlington Park,3652,Specialty Manufacturing Company,"June, 1941",1,EM,
Armada,Armada,89,Stoner Manufacturing Company,"January, 1941",1,EM,Aircraft - Airplanes - Airports - Aviation - Flying - Naval Warfare
Army & Navy,Army & Navy,3654,Victory Games,"October, 1944",1,EM,Military - Music - Singing
Army and Navy,Army and Navy,90,Rock-ola Manufacturing Corporation,"December, 1934",1,ME,Sports - Football
Army Navy,Army Navy,91,Williams Manufacturing Company,2-Oct-53,1,EM,Military - Sports - Football
Arnon Milchan,Arnon Milchan,4340,"Data East Pinball, Incorporated","September, 1993",4,SS,Celebrities
Around the World,Around the World,92,Stoner Manufacturing Company,"August, 1937",1,EM,Travel - World Places
Around the World,Around the World,93,D. Gottlieb & Company,"July, 1959",2,EM,Outer Space - Travel
Arrow,Arrow,3876,V. P. Distributing Company,1944,1,EM,
Arrow,Arrow,4305,Allied Amusement Company,"June, 1935",1,EM,
Arrow,Arrow,6454,Ripepi,,1,EM,American West
Arrow Head,Arrow Head,97,Williams Manufacturing Company,19-Feb-57,1,EM,American West - Native Americans
Arrowhead,Arrowhead,95,J. H. Keeney and Company Incorporated,"August, 1964",2,EM,American West - Native Americans
Arrowhead,Arrowhead,96,Bally Manufacturing Corporation,"December, 1938",1,EM,
Arrows,Arrows,6126,Esso Manufacturing Corp.,1947,1,EM,
Artemis,Artemis,5528,Sigma,,1,,Sports - Archery - Mythology
Artists and Models,Artists and Models,3656,Victory Games,"September, 1945",1,EM,
Ascot,Ascot,5965,Unknown Manufacturer,,1,EM,Sports - Horse Racing
Ascot Derby,Ascot Derby,3658,Western Equipment & Supply Company,"May, 1938",1,EM,Sports - Horse Racing
Aspen,Aspen,3660,Brunswick Manufacturing Company,1979,4,SS,Sports - Snow Skiing
Asterix,Asterix,5584,,25-Nov-09,4,EM,Cartoon - Fantasy
Asteroid Annie and the Aliens,Asteroid Annie and the Aliens,98,"D. Gottlieb & Company, a Columbia Pictures Industries Company","December, 1980",1,SS,Aliens - Outer Space - Fantasy - Playing Cards - Poker
Asteroid Killer,Asteroid Killer,3810,"Universal Company, Ltd.","January, 1980",4,SS,
Astro,Astro,99,D. Gottlieb & Company,"October, 1971",1,EM,Outer Space
Astro-Flite,Astro-Flite,100,Segasa,1974,1,EM,Outer Space
Astrologic,Astrologic,5710,,"October, 1978",2,SS,Astrology - Fantasy
Astronaut,Astronaut,101,Chicago Coin Machine Manufacturing Company,9-Jun-69,2,EM,Astronauts - Outer Space
Atari Pinball,Atari Pinball,5276,"Atari, Incorporated",1978,4,SS,
Atlantic City,Atlantic City,103,Bally Manufacturing Corporation,"April, 1952",1,EM,American Places - Beaches - Swimming - Women
Atlantic City,Atlantic City,104,Bally Manufacturing Corporation,"May, 1938",1,EM,
Atlanticus,Atlanticus,3902,T.H. Bergmann & Company,"April, 1960",1,EM,
Atlantis,Atlantis,105,D. Gottlieb & Company,"January, 1975",1,EM,Fantasy - Mythology
Atlantis,Atlantis,106,"Midway Manufacturing Company, a subsidiary of WMS Industries, Incorporated","April, 1989",4,SS,Myth and Legend - Water Sports
Atlantis,Atlantis,3690,Nordamatic,1978,1,EM,
Atlas,Atlas,107,D. Gottlieb & Company,"May, 1959",2,EM,Mythology
Atlas,Atlas,2883,Lindstrom Tool and Toy Company,"June, 1934",1,ME,Travel
Atleta,Atleta,4095,Industria (Electromec·nica) de Recreativos S.A,1991,4,SS,Sports - Athletics - Track and Field
Atom-Jet,Atom-Jet,5146,"American Amusement & Mfg. Co., Inc.",,1,EM,
Ator,Ator,6148,Videodens,,4,SS,Adventure - Fantasy
Attack,Attack,2884,Playmatic,"October, 1980",4,SS,Outer Space - Fantasy
Attack from Mars,Attack from Mars,3781,"Midway Manufacturing Company, a subsidiary of WMS Industries, Incorporated","December, 1995",4,SS,Aliens - Martians - Fantasy
Attack From Mars (Remake Limited Edition),Attack From Mars (Remake Limited Edition),6385,Chicago Gaming Company,"July, 2017",4,SS,Aliens - Martians - Fantasy
Attack From Mars (Remake Special Edition),Attack From Mars (Remake Special Edition),6384,Chicago Gaming Company,"June, 2017",4,SS,Aliens - Martians - Fantasy
Attention,Attention,108,Exhibit Supply Company,"November, 1940",1,EM,
Attention,Attention,4139,Bally Manufacturing Corporation,"November, 1940",1,EM,Aircraft - Airplanes - Airports - Aviation - Flying - Naval Warfare
Attila the Hun,Attila the Hun,109,"Game Plan, Incorporated","April, 1984",4,SS,Historical
Aurora,Aurora,110,"Burrows Automatic Supply Company, Ltd.",1935,1,EM,
Auroran,Auroran,111,Stoner Manufacturing Company,"December, 1937",1,EM,
Austin Powersô,Austin Powers?,4504,"Stern Pinball, Incorporated","June, 2001",4,SS,Spies - Licensed Theme
Auto Derby,Auto Derby,2885,Genco Manufacturing Company,"June, 1937",1,EM,Sports - Auto Racing
Auto Race,Auto Race,112,D. Gottlieb & Company,"September, 1956",1,EM,Sports - Auto Racing
Auto Race,Auto Race,3747,D. Gottlieb & Company,"December, 1969",1,EM,
Auto Roll,Auto Roll,5446,Seaboard New York Corporation,"May, 1948",,EM,
Auto Stop,Auto Stop,5935,Procedimientos ElectromagnÈticos de Tanteo y Color,,1,EM,Automobiles - Cars - Travel
Auto Winner,Auto Winner,4302,A.B.T. Manufacturing Company,"March, 1935",1,EM,
Autobank,Autobank,113,A.B.T. Manufacturing Company,"February, 1934",1,EM,
Autocount,Autocount,114,A.B.T. Manufacturing Company,"November, 1933",1,EM,
Autodart,Autodart,115,A.B.T. Manufacturing Company,"February, 1935",1,EM,
Autoflash,Autoflash,4311,A.B.T. Manufacturing Company,1935,1,EM,
Automat,Automat,4177,Bally Manufacturing Corporation,1936,1,EM,
Automat,Automat,5724,Bally Manufacturing Corporation,,1,ME,Sports - Auto Racing
Automatic Poker Das,Automatic Poker Das,5975,Unknown Manufacturer,,1,ME,Playing Cards - Poker
Automatic Pool,Automatic Pool,5082,Chicago Coin Machine Manufacturing Company,,2,EM,Billiards
Automatic Whiffle,Automatic Whiffle,5399,"Automatic Industries, Incorporated","July, 1932",1,,
Autowhirl,Autowhirl,116,A.B.T. Manufacturing Company,"February, 1934",1,ME,
Avalanche,Avalanche,3691,"Williams Electronics, Incorporated","March, 1985",4,SS,
Avalanche,Avalanche,5512,,,1,EM,World Places - Sports - Snow Sports - Happiness - Recreation
Avalon,Avalon,117,Exhibit Supply Company,"July, 1939",1,EM,American Places - Beach - Boating
Avengers The Pinô,Avengers The Pin?,6373,"Stern Pinball, Incorporated","January, 2013",2,SS,Comics - Fantasy - Licensed Theme
Aztec,Aztec,4828,"Williams Electronics, Incorporated","November, 1976",4,SS,Historical
Aztec,Aztec,119,"Williams Electronics, Incorporated",9-Feb-76,4,EM,Historical - World Places
B-Skilful,B-Skilful,5456,Unknown Manufacturer,,1,ME,
Baby,Baby,6239,Genco Manufacturing Company,,1,EM,
Baby Billard,Baby Billard,5788,Unknown Manufacturer,,1,ME,
Baby Doll,Baby Doll,121,Segasa,1975,1,EM,Music - Singing
Baby Face,Baby Face,122,United Manufacturing Company,"December, 1948",1,EM,Girls - Women
Baby Grand Pin Game,Baby Grand Pin Game,2887,A. M. Walzer Company,"May, 1932",1,ME,
Baby Grand Roulette,Baby Grand Roulette,2888,A. M. Walzer Company,"May, 1932",1,ME,
Baby In The Hole,Baby In The Hole,4033,"Data East Pinball, Incorporated",1989,1,SS,
Baby Leland,Baby Leland,123,Chicago Coin Machine Manufacturing Company,"December, 1933",1,ME,
Baby Lite-A-Line,Baby Lite-A-Line,124,Pacific Amusement Manufacturing Company,"March, 1935",1,EM,
Baby Pac-Man,Baby Pac-Man,125,Bally Manufacturing Corporation,,2,SS,
Baby Sharpshooter,Baby Sharpshooter,5680,"Game Plan, Incorporated",1985,,SS,Carnival - Target Practice
Baby Whiffle,Baby Whiffle,4452,"Automatic Industries, Incorporated","January, 1932",1,ME,
Bacardi Cuba Libre,Bacardi Cuba Libre,6219,"Heighway Pinball, Ltd.","May, 2014",2,EM,
Back to the Future,Back to the Future,126,"Data East Pinball, Incorporated","June, 1990",4,SS,Licensed Theme - Science Fiction - Time Travel
Back-Shot,Back-Shot,5519,Lindstrom Tool and Toy Company,,,ME,
Bad Cats,Bad Cats,127,"Williams Electronics Games, Incorporated, a subsidiary of WMS Ind., Incorporated","November, 1989",4,SS,Feline Mischief
Bad Girls,Bad Girls,128,Premier Technology,"November, 1988",4,SS,Billiards
Badger Horseshoe,Badger Horseshoe,5783,Klode Shops,"June, 1932",1,ME,
Baffle Ball,Baffle Ball,5378,,1931,1,ME,Sports - Basketball
Baffle Ball,Baffle Ball,129,D. Gottlieb & Company,"November, 1931",1,ME,
Baffle Ball,Baffle Ball,130,Keeney and Sons,"November, 1931",1,ME,
Baffle Ball Home Game,Baffle Ball Home Game,4892,D. Gottlieb & Company,"December, 1931",2,ME,
Baffle Ball Jr. Home Game,Baffle Ball Jr. Home Game,4889,,"February, 1932",,,
Baffle Ball Sr.,Baffle Ball Sr.,131,D. Gottlieb & Company,"January, 1932",1,ME,
Baffle Ball Sr. Home Game,Baffle Ball Sr. Home Game,4890,,"February, 1932",,ME,
Baffle-Card,Baffle-Card,132,D. Gottlieb & Company,"October, 1946",1,EM,
Bagatelle,Bagatelle,5195,,1995,1,EM,Sports - Pinball
Bagatelle And Baseball,Bagatelle And Baseball,6365,Unknown Manufacturer,,1,ME,Sports - Baseball
Bagatelle Table,Bagatelle Table,5610,Unknown Manufacturer,,1,ME,
Bagatelle Table,Bagatelle Table,5999,The Brunswick-Balke-Collender Company,,1,ME,
Bagatello,Bagatello,4523,Exhibit Supply Company,1936,1,EM,
Bagdad,Bagdad,3958,Dallas Novelty Sales Company Incorporated,"November, 1932",2,ME,
Bahama Beach,Bahama Beach,2889,Bally Manufacturing Corporation,,1,EM,Beach - Happiness - Recreation - Swimming - Water - Women
Balance,Balance,133,Mills Novelty Company,"September, 1935",1,EM,
Bali,Bali,134,Bally Manufacturing Corporation,,1,EM,
Bali-Hi,Bali-Hi,135,Bally Manufacturing Corporation,,4,EM,World Places
Balito,Balito,5248,Unknown Manufacturer,,1,ME,Poker
Ball Fan Series of 1937,Ball Fan Series of 1937,137,Stoner Manufacturing Company,"July, 1937",1,EM,Sports - Baseball
Ball Game,Ball Game,5649,Pacific Amusement Manufacturing Company,1937,1,EM,Sports - Baseball
Ball Park,Ball Park,138,"Williams Electronics, Incorporated","January, 1968",2,EM,Sports - Baseball
Ball Park,Ball Park,139,Chicago Coin Machine Manufacturing Company,15-Jun-37,1,EM,Sports - Baseball
Ball Park,Ball Park,2890,Bally Manufacturing Corporation,,2,EM,Sports - Baseball
Ball Pool,Ball Pool,5468,Renato Montanari Giochi,,1,EM,Billiards
Ball Shooter,Ball Shooter,5459,Gatter Novelty Company,"September, 1926",1,ME,
Ball Shooter Gum Vender,Ball Shooter Gum Vender,5460,Gatter Novelty Company,"September, 1926",1,ME,
Ball-Quet,Ball-Quet,143,Carnival Supply Company,"February, 1932",1,ME,
Ballerina,Ballerina,140,Bally Manufacturing Corporation,,1,EM,Ballet
Ballerina,Ballerina,141,Bally Manufacturing Corporation,,1,EM,Ballet
Ballista,Ballista,6499,"Tsunami Visual Technologies, Inc.",,1,SS,
Ballota-Acht,Ballota-Acht,5371,Ballota GmbH,"July, 1933",1,,
Ballota-Baby,Ballota-Baby,5372,Ballota GmbH,"July, 1933",1,,
Ballota-Ball,Ballota-Ball,5373,Ballota GmbH,"July, 1933",1,ME,
Ballota-Rekord,Ballota-Rekord,5374,Ballota GmbH,"September, 1934",1,,
Balls-A-Poppin,Balls-A-Poppin,144,Bally Manufacturing Corporation,,2,EM,Happiness - Circus/Carnival
Bally Alley,Bally Alley,6508,Bally Manufacturing Corporation,1974,4,SS,Sports - Bowling
Bally Arcade,Bally Arcade,3650,Bally Manufacturing Corporation,,1,EM,Carnival - Shooting Gallery
Bally Baseball,Bally Baseball,6524,Bally Manufacturing Corporation,"May, 1951",2,EM,Sports - Baseball
Bally Beauty,Bally Beauty,216,Bally Manufacturing Corporation,,1,EM,Girls - Glamour - Pageantry - Women
Bally Bonus,Bally Bonus,146,Bally Manufacturing Corporation,"February, 1936",1,EM,
Bally Bonus,Bally Bonus,3651,Bally Manufacturing Corporation,"February, 1936",1,EM,
Bally Booster,Bally Booster,147,Bally Manufacturing Corporation,"March, 1937",1,EM,Sports - Baseball
Bally Derby,Bally Derby,148,Bally Manufacturing Corporation,,1,EM,Horse Racing - Payout
Bally Derby,Bally Derby,3055,Bally Manufacturing Corporation,,1,EM,Sports - Horse Racing
Bally Derby,Bally Derby,6040,Bally Manufacturing Corporation,"February, 1960",5,EM,Sports - Horse Racing
Bally Entry,Bally Entry,149,Bally Manufacturing Corporation,"February, 1947",1,EM,Sports - Horse Racing
Bally Entry,Bally Entry,2892,Bally Manufacturing Corporation,"January, 1938",1,EM,Sports - Horse Racing
Bally Hoo,Bally Hoo,151,Bally Manufacturing Corporation,"October, 1969",4,EM,Circus - Carnival - Music
Bally Lane,Bally Lane,6509,Bally Manufacturing Corporation,1974,4,SS,Sports - Bowling
Bally Reserve,Bally Reserve,152,Bally Manufacturing Corporation,"May, 1938",1,EM,
Bally Reserve Jr.,Bally Reserve Jr.,2893,Bally Manufacturing Corporation,"May, 1938",1,EM,
Bally Rocket,Bally Rocket,153,Bally Manufacturing Corporation,,1,EM,Space Age
Bally Royal,Bally Royal,154,Bally Manufacturing Corporation,"February, 1939",1,EM,
Bally Stables,Bally Stables,2333,Bally Manufacturing Corporation,"November, 1937",1,EM,Horse Racing
Bally Stables,Bally Stables,2894,Bally Manufacturing Corporation,"November, 1937",1,EM,
Bally Supreme,Bally Supreme,155,Bally Manufacturing Corporation,"February, 1939",1,EM,City Scene
Ballyhoo,Ballyhoo,158,Bally Manufacturing Corporation,,1,EM,Ecdysiast Entertainment - Girls - Women
Ballyhoo,Ballyhoo,2895,Rock-ola Manufacturing Corporation,"February, 1932",1,ME,
Ballyhoo,Ballyhoo,4817,Bally Manufacturing Corporation,"January, 1932",1,ME,
Ballyround,Ballyround,159,Bally Manufacturing Corporation,"April, 1932",1,ME,
Ballyview,Ballyview,156,Bally Manufacturing Corporation,"October, 1938",1,EM,
Bambino,Bambino,160,Bally Manufacturing Corporation,"June, 1938",1,EM,Sports - Baseball
Bambino,Bambino,161,Exhibit Supply Company,"June, 1936",1,EM,Sports - Baseball
Bamboo,Bamboo,4027,Bally Manufacturing Corporation,,1,EM,World Places
Band Leader,Band Leader,162,J. H. Keeney and Company Incorporated,"October, 1949",1,EM,Music - Singing - Dancing
Band Wagon,Band Wagon,163,Bally Manufacturing Corporation,"March, 1965",4,EM,Circus/Carnival
Band Wagon,Band Wagon,164,Williams Manufacturing Company,16-May-55,4,EM,Parades
Band Wagon,Band Wagon,165,Genco Manufacturing Company,"September, 1940",1,EM,Music - Pageantry
Bang,Bang,166,Genco Manufacturing Company,"July, 1939",1,EM,
Bang! Bang!,Bang! Bang!,167,Recel S. A.,1974,2,EM,Cops and Robbers
Banjo,Banjo,168,Exhibit Supply Company,"March, 1948",1,EM,American History - Dancing - Music - Singing
Banjo,Banjo,2897,Buckley Manufacturing Company,1936,1,EM,
Bank A Ball,Bank A Ball,2899,United Manufacturing Company (Diversey),"April, 1933",1,ME,
Bank Nite,Bank Nite,2898,Rock-ola Manufacturing Corporation,"September, 1936",1,EM,
Bank Shot,Bank Shot,169,D. Gottlieb & Company,"March, 1976",1,EM,
Bank Shot,Bank Shot,5741,Lindstrom Tool and Toy Company,,1,ME,
Bank-A-Ball,Bank-A-Ball,5361,United Profit Sales Company,"February, 1933",1,ME,
Bank-A-Ball,Bank-A-Ball,6520,J. F. Linck Corp.,"April, 1932",1,ME,
Bank-A-Ball,Bank-A-Ball,170,D. Gottlieb & Company,"September, 1965",1,EM,Billiards
Bank-A-Ball,Bank-A-Ball,171,D. Gottlieb & Company,"May, 1950",1,EM,Billiards
Bank-A-Ball,Bank-A-Ball,172,General Novelty Manufacturing Company,"February, 1933",1,ME,
Bank-A-Ball,Bank-A-Ball,6435,Retro Pinball LLC,,1,EM,Billiards
Bank-A-Shot,Bank-A-Shot,173,General Novelty Manufacturing Company,"February, 1933",1,ME,
Banker,Banker,174,Bally Manufacturing Corporation,,1,EM,Poker
Bankum,Bankum,5659,J. F. Thomas,,1,ME,Playing Cards
Banner,Banner,5408,Bally Manufacturing Corporation,,1,EM,
Banner,Banner,3993,Bingo Novelty Manufacturing Company,1932,1,,
Banzai Run,Banzai Run,175,"Williams Electronics Games, Incorporated, a subsidiary of WMS Ind., Incorporated","May, 1988",4,SS,Sports - Motorcycles/Motocross
Barb Wire,Barb Wire,3795,Premier Technology,"April, 1996",4,SS,
Barbarella,Barbarella,5809,Unknown Manufacturer,,1,EM,Fantasy - Outer Space - Science Fiction
Barnacle Bill,Barnacle Bill,176,D. Gottlieb & Company,"August, 1948",1,EM,
Barnyard,Barnyard,6452,"Multimorphic, Inc.",28-Jul-17,1,SS,Farm Animals
Barracora,Barracora,177,"Williams Electronics, Incorporated","September, 1981",4,SS,Fantasy
Barrage,Barrage,178,"Western Products, Incorporated","May, 1941",1,EM,
Barrel Oí Fun,Barrel O? Fun,180,Bally Manufacturing Corporation,"September, 1960",1,EM,Amusement Park - Carnival
Barrel Oí Fun ë61,Barrel O? Fun ?61,181,Bally Manufacturing Corporation,,1,EM,Amusement Park - Carnival
Barrel Oí Fun ë62,Barrel O? Fun ?62,182,Bally Manufacturing Corporation,,1,EM,Amusement Park - Carnival - Roller Coasters
Barrel Roll,Barrel Roll,179,Allied Amusement Company,"February, 1935",1,EM,
Base Hit,Base Hit,183,Chicago Coin Machine Manufacturing Company,29-May-35,1,EM,Sports - Baseball
Base Hit,Base Hit,186,Genco Manufacturing Company,1935,1,EM,Sports - Baseball
Base Hit,Base Hit,2900,"Williams Electronics, Incorporated","April, 1967",2,EM,Sports - Baseball
Baseball,Baseball,184,Stoner Manufacturing Company,"February, 1940",1,EM,Sports - Baseball
Baseball,Baseball,185,D. Gottlieb & Company,"June, 1970",1,EM,Sports - Baseball
Baseball,Baseball,187,"Daval Mfg Company Incorporated, G.B.","April, 1937",1,EM,Sports - Baseball
Baseball,Baseball,188,O. D. Jennings and Company,"May, 1936",1,EM,Sports - Baseball
Baseball,Baseball,189,Chicago Coin Machine Manufacturing Company,1-Oct-47,1,EM,Sports - Baseball
Baseball,Baseball,191,Marvel Manufacturing Company,"September, 1944",1,EM,Sports - Baseball
Baseball,Baseball,2901,Victory Games,"July, 1945",1,EM,Sports - Baseball
Baseball,Baseball,2902,Western Equipment & Supply Company,1938,1,EM,Sports - Baseball
Baseball,Baseball,2907,Genco Manufacturing Company,"June, 1935",1,EM,Sports - Baseball
Baseball,Baseball,4183,Bally Manufacturing Corporation,1936,1,EM,
Baseball,Baseball,4968,Genco Manufacturing Company,,1,EM,Sports - Baseball
Baseball,Baseball,5056,Great States Manufacturing Company,"May, 1932",1,ME,Sports - Baseball
Baseball,Baseball,5440,Victory Games,"July, 1945",1,EM,Sports - Baseball
Baseball,Baseball,5548,Lindstrom Tool and Toy Company,,1,ME,Sports - Baseball
Baseball,Baseball,5920,Atlas Indicator Works Incorporated,1931,1,EM,Sports - Baseball
Baseball,Baseball,6378,"Nation Wide Novelties, Inc.",1950,2,EM,Sports - Baseball
Baseball 1939,Baseball 1939,5549,"Western Products, Incorporated",1939,1,EM,Sports - Baseball
Baseball Champ,Baseball Champ,2905,Chicago Coin Machine Manufacturing Company,1973,2,EM,Sports - Baseball
Baseball Pitch,Baseball Pitch,2906,Exhibit Supply Company,"August, 1957",1,EM,Sports - Baseball
Baseball Pool,Baseball Pool,5750,Genco Manufacturing Company,1956,2,EM,Sports - Baseball
Basket,Basket,5852,Dama S.R.L.,,1,EM,Sports - Basketball
Basket Ball,Basket Ball,4373,Manufacturas Automaticas Americanas,1966,1,EM,Sports - Basketball
Basket World Trotter,Basket World Trotter,4083,Giuliano Lodola,"August, 1979",4,SS,Sports - Basketball
Basketball,Basketball,192,D. Gottlieb & Company,"October, 1949",1,EM,Sports - Basketball
Basketball,Basketball,2908,Chicago Coin Machine Manufacturing Company,2-Jan-47,1,EM,Sports - Basketball
Basketball,Basketball,4669,Exhibit Supply Company,"February, 1938",1,EM,Sports - Basketball
