Name,AltName,Manufacturer,ManufacturerShort,Year,Players,Type,Theme,IPDBID
"Split Second","","Stern Electronics, Incorporated","Stern","1981","4","SS","Happiness - Circus/Carnival","2297"
"Split Second","","Coincraft Corporation","Coincraft Corporation","1935","1","EM","","3463"
"Spokes","","Chicago Coin Machine Manufacturing Company","Chicago Coin","1938","1","EM","","3464"
"SpongeBob SquarePants Soccer Shot Pinball","","21st Century Entertainment","21st Century Entertainment","","4","SS","Licensed theme","5509"
"Spoofus","","Northwest Coin Machine Company","Northwest Coin Machine Company","1932","1","ME","","5457"
"Spooksville","","Allied Leisure Industries, Incorporated","Allied Leisure Industries, Incorporated","1973","1","EM","Supernatural - Haunted Cemetery - Ghosts - Zombies","2298"
"Spooky","","Zaccaria","Zaccaria","1987","4","SS","Supernatural - Haunted Cemetery - Ghosts - Zombies","3459"
"Sport","","","","","4","EM","Sports","5104"
"Sport Ball","","E. Hood and Company","E. Hood and Company","","1","ME","","5781"
"Sport Event","","Bally Manufacturing Corporation","Bally","1940","1","EM","","3467"
"Sport King","","Bally Manufacturing Corporation","Bally","1940","1","EM","Sports - Horse Racing","2299"
"Sport Page","","Bally Manufacturing Corporation","Bally","1938","1","EM","","2300"
"Sport Special","","Bally Manufacturing Corporation","Bally","1940","1","EM","Sports - Horse Racing","2302"
"Sport-Ball-Automat","","West & Rosenkranz","West & Rosenkranz","1933","1","ME","","6241"
"Sport-Parade","","Chicago Coin Machine Manufacturing Company","Chicago Coin","1940","1","EM","Sports - Snow Skiing","2301"
"Sportland","","O. D. Jennings and Company","O. D. Jennings and Company","1936","1","EM","","2303"
"Sports","","Chicago Coin Machine Manufacturing Company","Chicago Coin","1939","1","EM","Sports","2304"
"Sports","","Chicago Coin Machine Manufacturing Company","Chicago Coin","1939","1","EM","Sports","3466"
"Sports Parade","","D. Gottlieb & Company","Gottlieb","1937","1","EM","Sports","3469"
"Sportsman","","O. D. Jennings and Company","O. D. Jennings and Company","1934","1","EM","Sports - Hunting","2305"
"Sportsman","","Williams Manufacturing Company","Williams","1952","1","EM","Sports - Hunting","2306"
"Sportsman","","Genco Manufacturing Company","Genco Manufacturing Company","1951","1","EM","","2307"
"Sportsman","","Bell Products Company","Bell Products Company","1943","1","EM","","2308"
"Sportsman","","O. D. Jennings and Company","O. D. Jennings and Company","1935","1","EM","Sports - Hunting","5391"
"Sportsman De Luxe","","O. D. Jennings and Company","O. D. Jennings and Company","1937","1","EM","Sports - Hunting","3473"
"Sportsman Roll","","Square Amusement Co.","Square Amusement Co.","1947","1","EM","Sports - Hunting","5436"
"Sporty","","Chicago Coin Machine Manufacturing Company","Chicago Coin","1940","1","EM","Sports - Archery - Baseball - Golf - Sailing - Swimming - Tennis","2310"
"Spot A Ball","","Hercules Novelty Company, Incorporated","Hercules Novelty Company, Incorporated","1932","1","ME","","2311"
"Spot Bowler","","D. Gottlieb & Company","Gottlieb","1950","1","EM","Sports - Bowling","2313"
"Spot Pool","","D. Gottlieb & Company","Gottlieb","1941","1","EM","Billiards","2315"
"Spot Pool","","D. Gottlieb & Company","Gottlieb","1976","1","EM","Billiards","2316"
"Spot Pool","","D. Gottlieb & Company","Gottlieb","1955","1","EM","Billiards","3456"
"Spot-A-Card","","D. Gottlieb & Company","Gottlieb","1941","1","EM","","2317"
"Spot-A-Card","","D. Gottlieb & Company","Gottlieb","1960","1","EM","Cards - Gambling","2318"
"Spot-Ball","","In and Outdoor Games Company","In and Outdoor Games Company","1932","1","ME","","2312"
"Spot-Cha","","Rex Manufacturing","Rex Manufacturing","1945","1","EM","","2319"
"Spot-Em","","Bally Manufacturing Corporation","Bally","1960","1","EM","","4856"
"Spot-Lite","","Daval Mfg Company Incorporated, G.B.","Daval Mfg Company Incorporated, G.B.","1935","1","EM","","2320"
"Spot-Lite","","Bally Manufacturing Corporation","Bally","","1","EM","Sports - Ice Skating","2321"
"Spot-Lite","","D. Gottlieb & Company","Gottlieb","1937","1","EM","","2322"
"Spot-Pool","","Williams Electronic Manufacturing Company","Williams","1959","1","EM","Billiards","3457"
"Spottem","","Bally Manufacturing Corporation","Bally","1939","1","EM","","2323"
"Spring Ball","","J. H. Keeney and Company Incorporated","J. H. Keeney and Company Incorporated","1934","1","ME","","4208"
"Spring Break","","Premier Technology","Premier","1987","4","SS","Aquatic Fun - Happiness","2324"
"Spring Fever","","Talleres del Llobregat S.A. [Automaticos]","Talleres del Llobregat S.A. [Automaticos]","","1","EM","Camping - Happiness - People - Recreation - Traveling","5019"
"Spring Time","","D. Gottlieb & Company","Gottlieb","1950","1","EM","","3754"
"Springtime","","Chicago Coin Machine Manufacturing Company","Chicago Coin","1937","1","EM","","2325"
"Springtime","","Genco Manufacturing Company","Genco Manufacturing Company","1952","1","EM","","2326"
"Sprint","","Bally Manufacturing Corporation","Bally","1937","1","EM","Sports - Running - Track","2327"
"Sprint","","Maquinas Recreativas Sociedad Anonima","Maquinas Recreativas Sociedad Anonima","","2","EM","Slot Car Racing","5814"
"Sprint Girl","","A.M.I","A.M.I","1976","1","","","4378"
"Spry-Ball","","Midland Components, Ltd.","Midland Components, Ltd.","1933","1","ME","","5479"
"Spy Hunter","","Bally Midway Manufacturing Company","Bally","1984","4","SS","Adventure","2328"
"Squadron","","Rock-ola Manufacturing Corporation","Rock-ola Manufacturing Corporation","1935","1","EM","","2329"
"Squadron","","Bally Manufacturing Corporation","Bally","1938","1","EM","Naval Warfare","4655"
"Square Head","","D. Gottlieb & Company","Gottlieb","1963","1","EM","Tic-Tac-Toe","2330"
"Squirly","","Atlas Manufacturing Company","Atlas Manufacturing Company","1932","1","ME","","2331"
"SSE","","Williams Manufacturing Company","Williams","","1","EM","Sports - Baseball","6285"
"St. Louis","","Williams Manufacturing Company","Williams","1949","1","EM","American Places","2409"
"St. Moritz","","Chicago Coin Machine Manufacturing Company","Chicago Coin","1938","1","EM","World Places - Sports - Snow Sports - Happiness - Recreation","2410"
"St. Moritz Alps","","Chicago Coin Machine Manufacturing Company","Chicago Coin","1938","1","EM","","64"
"Stable Mate","","J. H. Keeney and Company Incorporated","J. H. Keeney and Company Incorporated","1938","1","EM","Sports - Horse Racing","2332"
"Stadium","","Como Manufacturing Corp.","Como Manufacturing Corp.","1951","1","EM","Sports - Football","2334"
"Stadium","","Stoner Manufacturing Company","Stoner Manufacturing Company","1937","1","EM","","2335"
"Stadium","","Chicago Coin Machine Manufacturing Company","Chicago Coin","1951","1","EM","","3893"
"Stage Coach","","Chicago Coin Machine Manufacturing Company","Chicago Coin","1968","4","EM","Western","2336"
"Stage Coach","","D. Gottlieb & Company","Gottlieb","1954","1","EM","American West","2337"
"Stage Door Canteen","","D. Gottlieb & Company","Gottlieb","1945","1","EM","Dancing - Girls - Happiness - Music - Nightlife - Women","2338"
"Stampede","","Chicago Coin Machine Manufacturing Company","Chicago Coin","1977","2","EM","American West","2339"
"Stampede","","Rock-ola Manufacturing Corporation","Rock-ola Manufacturing Corporation","1935","1","EM","","2340"
"Stampede","","Stern Electronics, Incorporated","Stern","1977","2","EM","American West","5232"
"Standard","","Standard Manufacturing Company","Standard Manufacturing Company","1933","1","ME","","4840"
"Standard","","Exhibit Supply Company","Exhibit Supply Company","1935","1","EM","","2341"
"Star","","Renov' Automatic - Jolux","Renov' Automatic - Jolux","","4","EM","Music - Singing - Girls - Women","6321"
"Star Action","","Williams Electronics, Incorporated","Williams","1974","1","EM","Show Business","2342"
"Star Attraction","","Chicago Coin Machine Manufacturing Company","Chicago Coin","1941","1","EM","","2343"
"Star Ball","","","","","1","ME","","5665"
"Star Baseball","","Williams Manufacturing Company","Williams","1953","1","EM","Sports - Baseball","5058"
"Star Battle","","Diverama","Diverama","","2","SS","Outer Space - Science Fiction - Space Fantasy","4816"
"Star Battle","","Coffee-Mat Amusement Division","Coffee-Mat Amusement Division","","2","SS","Outer Space - Space Fantasy","5733"
"Star Battle","","Century Consolidated Industries Company","Century Consolidated Industries Company","1978","2","SS","","2344"
"Star Continental 2000","","SIRMO Games S.A.","SIRMO Games S.A.","","1","SS","","5851"
"Star Dust","","United Manufacturing Company","United Manufacturing Company","1948","1","EM","","3506"
"Star Explorer","","Sentinel Inc.","Sentinel Inc.","1977","1","SS","Outer Space - Space Fantasy","2345"
"Star Explorer","","Phillips Electronics, Ltd.","Phillips Electronics, Ltd.","","1","SS","","5771"
"Star Fighter","","Williams Electronics, Incorporated","Williams","1983","","SS","","3729"
"Star Fire","","Playmatic","Playmatic","1985","4","SS","","3453"
"Star FLIPP","","","","","1","SS","","5897"
"Star FLIPP evasion","","","","","1","SS","","5200"
"Star Foot","","Satem","Satem","1964","2","EM","Sports - Football - Soccer","4976"
"Star Galaxy","","Science Tech, trademark of Bowen Hill Ltd.","Science Tech, trademark of Bowen Hill Ltd.","2007","2","SS","Outer Space","5646"
"Star Gazer","","Stern Electronics, Incorporated","Stern","1980","4","SS","Horoscope - Astrology","2346"
"Star God","","Zaccaria","Zaccaria","1980","4","SS","Fantasy","3458"
"Star Guard","","Proma","Proma","1985","4","SS","","4424"
"Star King","","MM Computer Games","MM Computer Games","","4","SS","Outer Space - Fantasy","5193"
"Star Light","","Williams Electronics, Incorporated","Williams","1984","4","SS","Outer Space - Fantasy - Wizardry","2362"
"Star Lite","","Exhibit Supply Company","Exhibit Supply Company","1935","1","EM","","2348"
"Star Lite","","Exhibit Supply Company","Exhibit Supply Company","1947","1","EM","Hollywood Glamour","2349"
"Star Lite","","Exhibit Supply Company","Exhibit Supply Company","1940","1","EM","","3480"
"Star Lite","","Automatic Engineering Corporation","Automatic Engineering Corporation","1935","1","EM","","4307"
"Star New Turbo 2000","","SIRMO Games S.A.","SIRMO Games S.A.","","1","SS","","5850"
"Star Play","","A & M Vending Machine Company","A & M Vending Machine Company","1932","1","ME","","2350"
"Star Pool","","Williams Manufacturing Company","Williams","1954","1","EM","Billiards","2351"
"Star Pool","","Williams Electronics, Incorporated","Williams","1974","4","EM","Billiards","2352"
"Star Race","","D. Gottlieb & Company, a Columbia Pictures Industries Company","Gottlieb","1980","4","SS","","2353"
"Star Series","","Williams Manufacturing Company","Williams","1949","1","EM","Sports - Baseball","3497"
"Star Ship","","Bally Manufacturing Corporation","Bally","","2","EM","Outer Space","3498"
"Star Shooter","","Allied Leisure Industries, Incorporated","Allied Leisure Industries, Incorporated","1979","4","SS","Carnival - Shooting Gallery","3500"
"Star Shooter","","Bay-Tek Games, Incorporated","Bay-Tek Games, Incorporated","","1","","","5141"
"Star Slugger","","United Manufacturing Company","United Manufacturing Company","1955","2","EM","Sports - Baseball","3502"
"Star Super Slugger","","United Manufacturing Company","United Manufacturing Company","1955","2","EM","Sports - Baseball","4737"
"Star Trek","","D. Gottlieb & Company","Gottlieb","1971","1","EM","Outer Space - Fantasy","2354"
"Star Trek","","Bally Manufacturing Corporation","Bally","1979","4","SS","Licensed Theme - Outer Space","2355"
"Star Trek","","Data East Pinball, Incorporated","Data East","1991","4","SS","Outer Space - Licensed Theme","2356"
"Star Trek (Enterprise Limited Edition)","Star Trek","Stern Pinball, Incorporated","Stern","2013","4","SS","Licensed Theme - Outer Space - Science Fiction - Space Fantasy","6046"
"Star Trek (Starfleet Pro)","","Stern Pinball, Incorporated","Stern","2013","4","SS","Licensed Theme - Outer Space - Science Fiction - Space Fantasy","6044"
"Star Trek (Vengeance Premium)","","Stern Pinball, Incorporated","Stern","2013","4","SS","Licensed Theme - Outer Space - Science Fiction - Space Fantasy","6045"
"Star Trek: The Next Generation","","Williams Electronics Games, Incorporated, a subsidiary of WMS Ind., Incorporated","Williams","1993","4","SS","Licensed Theme - Outer Space","2357"
"Star Trip","","Game Plan, Incorporated","Game Plan","1979","4","SS","Outer Space","3605"
"Star Wars","","Data East Pinball, Incorporated","Data East","1992","4","SS","Outer Space","2358"
"Star Wars","","Segasa d.b.a. Sonic","Segasa d.b.a. Sonic","1987","4","SS","Outer Space - Science Fiction - Space Fantasy","4513"
"Star Wars (Premium)","Star Wars","Stern Pinball, Incorporated","Stern","2017","4","SS","Licensed Theme - Fantasy - Outer Space - Science Fiction","6429"
"Star Wars (Pro)","Star Wars","Stern Pinball, Incorporated","Stern","2017","4","SS","Licensed Theme - Fantasy - Outer Space - Science Fiction","6428"
"Star Wars Episode I","","Williams Electronics Games, Incorporated, a subsidiary of WMS Ind., Incorporated","Williams","1999","4","SS","Outer Space - Licensed Theme","4458"
"Star Wars Limited Edition","","Stern Pinball, Incorporated","Stern","2017","4","SS","Licensed Theme - Fantasy - Outer Space - Science Fiction","6430"
"Star Wars Trilogy","","Sega Pinball, Incorporated","Sega","1997","6","SS","Licensed - Outer Space","4054"
"Star's Phoenix","","Zaccaria","Zaccaria","1987","4","SS","Gambling - Dice","4509"
"Star-Flite","","Segasa d.b.a. Sonic","Segasa d.b.a. Sonic","1975","1","EM","Aircraft - Aviation","4979"
"Star-Jet","","Bally Manufacturing Corporation","Bally","1963","2","EM","Outer Space - Fantasy","2347"
"Stardust","","Williams Electronics, Incorporated","Williams","1971","4","EM","Happiness - Dancing","2359"
"Stardust","","United Manufacturing Company","United Manufacturing Company","1956","1","EM","","3493"
"Starette","","","","1933","1","ME","","6170"
"Starfire","","Williams Manufacturing Company","Williams","1956","1","EM","","2360"
"Stargate","","Premier Technology","Premier","1995","4","SS","Outer Space - Myth and Legend","2847"
"Starlet","","United Manufacturing Company","United Manufacturing Company","1955","1","EM","","2361"
"Starlight","","Glickman Industries","Glickman Industries","1942","1","EM","","3868"
"Starlite","","Williams Manufacturing Company","Williams","1953","1","EM","Circus/Carnival","2363"
"Stars","","Exhibit Supply Company","Exhibit Supply Company","1941","1","EM","Sports - Archery - High Diving - Majorettes - Skating - Swimming - Tennis","2364"
"Stars","","United Manufacturing Company","United Manufacturing Company","1952","1","EM","","2365"
"Stars","","Stern Electronics, Incorporated","Stern","1978","4","SS","Outer Space - Space Exploration","2366"
"Stars","","Genco Manufacturing Company","Genco Manufacturing Company","1935","1","EM","","4243"
"Stars Jeep","","Exhibit Supply Company","Exhibit Supply Company","1942","1","EM","","3484"
"Starship Troopers","","Sega Pinball, Incorporated","Sega","1997","6","SS","Space - Aliens - Sci-Fi Movie - Licensed Theme","4341"
"Startime","","J. H. Keeney and Company Incorporated","J. H. Keeney and Company Incorporated","1961","1","EM","","3400"
