Name,AltName,Manufacturer,ManufacturerShort,Year,Players,Type,Theme,IPDBID
"Ice-Revue","","D. Gottlieb & Company","Gottlieb","1965","1","EM","Sports - Ice Skating","1262"
"Iceland","","V. P. Distributing Company","V. P. Distributing Company","1944","1","EM","","5066"
"Idaho","","United Manufacturing Company","United Manufacturing Company","1944","1","EM","American Places","1264"
"Ideal-Golf","","Max Jentzsch & Meerz","Max Jentzsch & Meerz","1934","1","ME","","4715"
"Imo Bomber","","Max Jentzsch & Meerz","Max Jentzsch & Meerz","1937","1","EM","","4718"
"IMO Diamant","","Max Jentzsch & Meerz","Max Jentzsch & Meerz","1938","1","EM","","5032"
"Imo Nürburg","","Max Jentzsch & Meerz","Max Jentzsch & Meerz","","1","EM","Sports - Auto Racing","4936"
"IMO Spurt","","Max Jentzsch & Meerz","Max Jentzsch & Meerz","1952","1","EM","Sports - Bicycle Racing","4719"
"Imo Weltflug (Flying the World)","","Max Jentzsch & Meerz","Max Jentzsch & Meerz","1937","1","EM","Aircraft - Airplanes - Airports - Aviation - Flying - Travel","4720"
"IMO-JUWEL","","Max Jentzsch & Meerz","Max Jentzsch & Meerz","1938","1","EM","","4713"
"Imo-Rennen","","Max Jentzsch & Meerz","Max Jentzsch & Meerz","1936","1","","","4714"
"Impact","","Recreativos Franco","Recreativos Franco","1975","4","EM","","5433"
"Impact","","Mills Novelty Company","Mills Novelty Company","1935","1","EM","","1265"
"Impacto","","Recreativos Franco","Recreativos Franco","1975","1","EM","","4868"
"Imperator","","Jack Rogers","Jack Rogers","1961","2","EM","","3170"
"Imperial","","International Mutoscope Reel Company, Incorporated","International Mutoscope Reel Company, Incorporated","1936","1","EM","","4280"
"Improved Sharp's Shooter - Baseball Bagatelle","","The Sharp-Boyd Company","The Sharp-Boyd Company","1933","1","ME","Sports - Baseball","4849"
"Improved Sportsman","","O. D. Jennings and Company","O. D. Jennings and Company","1935","1","EM","","2309"
"Improved Whiffle","","Automatic Industries, Incorporated","Automatic Industries, Incorporated","1931","1","ME","","5393"
"Independence Day","","Sega Pinball, Incorporated","Sega","1996","6","SS","Outer Space/Licensed Theme/Action Movie","3878"
"Indian Chief","","Lindstrom Tool and Toy Company","Lindstrom Tool and Toy Company","","1","ME","Native Americans - Warriors","5521"
"Indiana Jones","","Stern Pinball, Incorporated","Stern","2008","4","SS","Licensed Theme - Movie - Myth and Legend","5306"
"Indiana Jones: The Pinball Adventure","","Williams Electronics Games, Incorporated, a subsidiary of WMS Ind., Incorporated","Williams","1993","4","SS","Adventure - Fictional - Licensed Theme","1267"
"Indianapolis","","Talleres del Llobregat S.A. [Automaticos]","Talleres del Llobregat S.A. [Automaticos]","","1","EM","","4609"
"Indianapolis 500","","Midway Manufacturing Company, a subsidiary of WMS Industries, Incorporated","Midway","1995","4","SS","Sports - Auto Racing","2853"
"Indicator","","Automatic Amusements Company","Automatic Amusements Company","1935","1","EM","","3171"
"Infra-Red Scorer (AA)","","J. H. Keeney and Company Incorporated","J. H. Keeney and Company Incorporated","","","","","6463"
"International","","","","1933","1","","","3980"
"Invader Ball","","Red Baron Amusements","Red Baron Amusements","1980","1","SS","","4379"
"Invaders","","Genco Manufacturing Company","Genco Manufacturing Company","1953","1","EM","","1268"
"Invasion","","Westerhaus Amusement Company","Westerhaus Amusement Company","1943","1","EM","Adventure - Combat","1269"
"Invasion Stratogy","","Komputer Dynamics Corporation","Komputer Dynamics Corporation","1975","2","SS","Outer Space - Fantasy","3885"
"Io Moon","","Creaciones e Investigaciones Electrónicas, Sociedad Limitada","Creaciones e Investigaciones Electrónicas, Sociedad Limitada","1996","4","SS","Outer Space - Science Fiction - Space Fantasy","4122"
"Iron Balls","","Universal de Desarrollos Electronicos, S.A.","Universal de Desarrollos Electronicos, S.A.","1987","4","SS","","4426"
"Iron Maiden","","Stern Electronics, Incorporated","Stern","1982","4","SS","Fantasy","1270"
"Iron Maiden","","","Unknown","2005","4","SS","Fantasy","5190"
"Iron Maiden II","","","Unknown","2009","4","SS","Fantasy","5557"
"Iron Man","","Stern Pinball, Incorporated","Stern","2010","4","SS","Comics - Fantasy - Licensed Theme","5550"
"Iron Man (Pro Vault Edition)","Iron Man","Stern Pinball, Incorporated","Stern","2014","4","SS","Comics - Fantasy - Licensed Theme","6154"
"Iron Man Classic","","Stern Pinball, Incorporated","Stern","2010","4","SS","Comics - Fantasy - Licensed Theme","5652"
"Irons and Woods","","Sega Pinball, Incorporated","Sega","","1","SS","Sports - Golfing","4651"
"Island Queens","","Bally Manufacturing Corporation","Bally","","1","EM","","6525"
"Island Queens","","Bally Manufacturing Corporation","Bally","","1","EM","","1271"
"Ivanhoe","","Nate Schneller Incorporated","Nate Schneller Incorporated","1950","1","EM","","3172"
"Ivory Golf","","J. H. Keeney and Company Incorporated","J. H. Keeney and Company Incorporated","1935","1","EM","","3173"
"Ivory Sweepstakes","","California Exhibit Company","California Exhibit Company","1936","","EM","","4295"
"Jack 'N Jill","","D. Gottlieb & Company","Gottlieb","1948","1","EM","Nursery Rhyme","1273"
"Jack and Jill","","Bally Manufacturing Corporation","Bally","1933","2","ME","","1274"
"Jack Benson","","","Unknown","","","","","6102"
"Jack In The Box","","D. Gottlieb & Company","Gottlieb","1973","4","EM","Happiness - Circus/Carnival","1277"
"Jack Pot","","Artists and Creators Guild Incorporated","Artists and Creators Guild Incorporated","1932","1","ME","","1275"
"Jack Pot Pin Game","","Moseley Vending Machine Exchange","Moseley Vending Machine Exchange","1932","1","ME","","5404"
"Jack Rabbit","","Bigliardini Elettronici Milano","Bigliardini Elettronici Milano","","4","SS","Rabbit Hunting","5670"
"Jack Rabbit","","Century Manufacturing Company","Century Manufacturing Company","1934","1","EM","","1276"
"Jack Rabbit","","Success Games Company","Success Games Company","1934","1","","","3635"
"Jack-Pot","","Field Manufacturing Corporation","Field Manufacturing Corporation","1932","1","ME","","1278"
"Jackpot","","Williams Electronics, Incorporated","Williams","1971","4","EM","Canadian West - Prospecting","1279"
"Jackpot","","Bigliardini Elettronici Milano","Bigliardini Elettronici Milano","1976","1","EM","Canadian West - Prospecting","4991"
"Jacks Open","","Maquinas Recreativas Sociedad Anonima","Maquinas Recreativas Sociedad Anonima","","1","EM","","4643"
"Jacks Open","","D. Gottlieb & Company","Gottlieb","1977","1","EM","Cards/Gambling","1281"
"Jacks to Open","","Mylstar Electronics, Incorporated","Mylstar Electronics, Incorporated","1984","4","SS","Playing Cards - Poker","1282"
"Jack·Bot","","Williams Electronics Games, Incorporated, a subsidiary of WMS Ind., Incorporated","Williams","1995","4","SS","Fantasy - Gambling - Outer Space","3619"
"Jai Alai","","Williams Electronics, Incorporated","Williams","","2","EM","Sports - Jai Alai - Pelota","3779"
"Jai-Alai..","","Segasa d.b.a. Sonic","Segasa d.b.a. Sonic","1978","4","EM","Sports - Jai Alai","3174"
"Jake Mate","","Recel S. A.","Recel S. A.","1974","1","EM","Chess","1283"
"Jake Mate","","Procedimientos Electromagnéticos de Tanteo y Color","Procedimientos Electromagnéticos de Tanteo y Color","","1","EM","Chess","5927"
"Jalisco","","Recreativos Franco","Recreativos Franco","1976","1","EM","Mexico","4667"
"Jalopy","","Williams Manufacturing Company","Williams","1951","1","EM","Sports - Auto Racing","1284"
"Jamboree","","Exhibit Supply Company","Exhibit Supply Company","1948","1","EM","Celebration - Music - Singing - Dancing","1285"
"James Bond 007","","D. Gottlieb & Company, a Columbia Pictures Industries Company","Gottlieb","1980","4","SS","Celebrities - Fictional - Licensed Theme","1286"
"James Cameron’s Avatar","Avatar","Stern Pinball, Incorporated","Stern","2010","4","SS","Fantasy - Licensed Theme","5618"
"James Cameron’s Avatar (Limited Edition)","Avatar","Stern Pinball, Incorporated","Stern","2010","4","SS","Fantasy - Licensed Theme","5653"
"Jane","","Fipermatic Indústria Comércio Importação e Exportação Ltda","Fipermatic Indústria Comércio Importação e Exportação Ltda","","4","EM","Fantasy","5489"
"Jaws","","Europlay","Europlay","","1","EM","Sharks - Scuba Diving","5080"
"Jay-Ball","","O. D. Jennings and Company","O. D. Jennings and Company","1932","1","ME","","1287"
"Jazzy","","A & M Vending Machine Company","A & M Vending Machine Company","1932","1","ME","","1288"
"Jeanie","","Exhibit Supply Company","Exhibit Supply Company","1950","1","EM","American History - American Places - Women","1289"
"Jeep","","","","1943","1","EM","","3843"
"Jet Spin","","D. Gottlieb & Company, a Columbia Pictures Industries Company","Gottlieb","1977","4","EM","Fantasy - Recreation","1290"
"Jet Surf","","Rowamet Indústria Eletrometalúrgica LTDA","Rowamet Indústria Eletrometalúrgica LTDA","","2","","Fantasy - Recreation","5490"
"Jig Joy","","Rock-ola Manufacturing Corporation","Rock-ola Manufacturing Corporation","1937","1","EM","","3175"
"Jig Saw","","Williams Manufacturing Company","Williams","1957","1","EM","","1291"
"Jig-alo Electro-Ball","","Electro-Ball Company","Electro-Ball Company","1932","1","EM","","1294"
"Jiggers (Jr)","","Genco Manufacturing Company","Genco Manufacturing Company","1932","1","ME","","1292"
"Jiggers (Sr)","","Genco Manufacturing Company","Genco Manufacturing Company","1932","1","ME","","1293"
"Jiggilo","","Ace Novelty Company","Ace Novelty Company","1933","1","ME","","4548"
"Jiggilo","","Colonial Specialties Company","Colonial Specialties Company","1932","1","ME","","5387"
"Jiggilo","","Ace Novelty Company","Ace Novelty Company","1932","1","ME","","5390"
"Jimmy Valentine","","Scientific Machine Corporation","Scientific Machine Corporation","1936","1","EM","Fictional Characters","3177"
"Jitter-Bug","","Genco Manufacturing Company","Genco Manufacturing Company","1938","1","EM","Happiness - Music - Dancing - Singing","1296"
"Jitters","","Western Equipment & Supply Company","Western Equipment & Supply Company","1936","1","EM","","1297"
"Jive Time","","Williams Electronics, Incorporated","Williams","1970","1","EM","Music - Singing","1298"
"Jockey Club","","Bally Manufacturing Corporation","Bally","1947","1","EM","Sports - Horse Racing","1299"
"Jockey Club","","A.B.C. Coin Machine Company","A.B.C. Coin Machine Company","1933","1","ME","","1300"
"Jockey Club","","Bally Manufacturing Corporation","Bally","1941","1","EM","Sports - Horse Racing","1301"
"Jockey Club","","D. Gottlieb & Company","Gottlieb","1954","1","EM","Sports - Horse Racing","1302"
"Jockey Club","","Standard Manufacturing Company","Standard Manufacturing Company","1933","1","ME","Horse Racing","3178"
"Jockey Club","","Exhibit Supply Company","Exhibit Supply Company","1935","1","EM","Sports - Horse Racing","4239"
"Jockey Club","","Electro-Ball Company","Electro-Ball Company","1935","1","EM","Sports - Horse Racing","5692"
"Jockey Special","","Bally Manufacturing Corporation","Bally","1947","1","EM","Sports - Horse Racing","1303"
"Joel Silver, The Pinball","","Data East Pinball, Incorporated","Data East","1991","4","SS","","4348"
"Johnny Mnemonic","","Williams Electronics Games, Incorporated, a subsidiary of WMS Ind., Incorporated","Williams","1995","4","SS","Celebrities - Fictional - Licensed Theme","3683"
"Joker","","D. Gottlieb & Company","Gottlieb","1950","1","EM","Playing Cards - Poker","1304"
"Joker","","Playmatic","Playmatic","1974","4","EM","Playing Cards","1305"
"Joker","","Bally Manufacturing Corporation","Bally","","4","EM","Fun Park","3179"
"Joker","","Playmatic","Playmatic","1974","1","EM","Playing Cards","6466"
"Joker Ball","","Midway Manufacturing Company","Midway","","1","EM","Playing Cards","5561"
"Joker Poker","","D. Gottlieb & Company, a Columbia Pictures Industries Company","Gottlieb","1978","4","EM","Cards/Gambling","5078"
"Joker Poker","","D. Gottlieb & Company, a Columbia Pictures Industries Company","Gottlieb","1978","4","SS","Cards/Gambling","1306"
"Joker Wild","","Bally Manufacturing Corporation","Bally","","1","EM","","3573"
"Joker's Wild","","Venture Line","Venture Line","1978","4","SS","","1307"
"Joker's Wild","","Midway Manufacturing Company","Midway","1960","1","EM","Playing Cards","3181"
"Joker's Wild","","Segasa d.b.a. Sonic","Segasa d.b.a. Sonic","1977","4","EM","American West - Cards/Gambling","3182"
"Jokers & Ladders One Ball","","SIRMO Games S.A.","SIRMO Games S.A.","","1","SS","","5849"
"Jokerz!","","Williams Electronics Games, Incorporated, a subsidiary of WMS Ind., Incorporated","Williams","1988","4","SS","Cards/Gambling","1308"
"Jolly","","Chicago Coin Machine Manufacturing Company","Chicago Coin","1940","1","EM","","1309"
"Jolly Joker","","Williams Manufacturing Company","Williams","1955","1","EM","Playing Cards","1310"
"Jolly Joker","","United Manufacturing Company","United Manufacturing Company","1955","1","EM","","1311"
"Jolly Joker","","Mondialmatic","Mondialmatic","1979","1","EM","Playing Cards","4113"
"Jolly Jokers","","Williams Electronic Manufacturing Company","Williams","1962","1","EM","","1312"
"Jolly Marble","","","","","1","ME","","5359"
"Jolly Park","","Spinball S.A.L.","Spinball S.A.L.","1996","4","SS","Amusement Park","4618"
"Jolly Ride","","Playmatic","Playmatic","1974","1","EM","Amusement Park - Roller Coasters","5085"
"Jolly Ride","","Playmatic","Playmatic","1974","4","EM","Amusement Park - Roller Coasters","1313"
"Jolly Roger","","Williams Electronics, Incorporated","Williams","1967","4","EM","Historical - Pirates","1314"
"Jolly Roger","","Creative Products","Creative Products","","","SS","Historical - Pirates","5862"
"Joly Captain","","Rally a.k.a. Rally Play Company","Rally a.k.a. Rally Play Company","1965","2","EM","Sports - Water Sports","3183"
"Jostle","","Royal Novelty Company","Royal Novelty Company","1931","1","ME","","1315"
"Jostle","","","","","1","ME","","5403"
"Joust","","Williams Electronics, Incorporated","Williams","1983","2","SS","","1316"
"Joust","","Bally Manufacturing Corporation","Bally","1969","2","EM","Historical","1317"
"Joy Game","","The Ad-Lee Company, Incorporated","The Ad-Lee Company, Incorporated","1932","1","ME","","3185"
"Joyball","","Richard Manufacturing Company","Richard Manufacturing Company","1932","1","ME","","1319"
"Jubilee","","D. Gottlieb & Company","Gottlieb","1955","4","EM","","1320"
"Jubilee","","Williams Electronics, Incorporated","Williams","1973","4","EM","Historical","1321"
"Jubilee","","Williams Manufacturing Company","Williams","1954","1","EM","Music","5856"
"Judge Dredd","","Midway Manufacturing Company, a subsidiary of WMS Industries, Incorporated","Midway","1993","4","SS","Fictional - Licensed Theme","1322"
"Judy","","Exhibit Supply Company","Exhibit Supply Company","1950","1","EM","Girls/Women","3186"
"Juggle Ball","","Rock-ola Manufacturing Corporation","Rock-ola Manufacturing Corporation","1932","1","ME","","1323"
"Juke Box","","Chicago Coin Machine Manufacturing Company","Chicago Coin","1976","4","EM","Music - Dancing","1324"
"Jumaci","","Jumaci S.L.","Jumaci S.L.","","1","EM","","4626"
"Jumbo","","Bally Manufacturing Corporation","Bally","","1","EM","","1325"
"Jumbo","","Bally Manufacturing Corporation","Bally","","1","EM","","4170"
"Jumbo","","Nate Schneller Incorporated","Nate Schneller Incorporated","","1","","","4332"
"Jumbo, Jr.","","D. Gottlieb & Company","Gottlieb","1957","","EM","","3769"
"Jump Shot","","D. Gottlieb & Company","Gottlieb","1972","1","EM","","3745"
"Jumper","","Exhibit Supply Company","Exhibit Supply Company","1939","1","EM","Sports - Fox Hunting - Horses","1327"
"Jumpin' Jack's","","Williams Electronic Manufacturing Company","Williams","1963","2","EM","Happiness - Circus/Carnival","1328"
"Jumpin' Jacks","","Genco Manufacturing Company","Genco Manufacturing Company","1952","1","EM","","1330"
"Jumping Jack","","D. Gottlieb & Company","Gottlieb","1973","2","EM","","1329"
"Jumping Jack","","Maquinas Recreativas Sociedad Anonima","Maquinas Recreativas Sociedad Anonima","","1","EM","","5815"
"Jungle","","Genco Manufacturing Company","Genco Manufacturing Company","1941","1","EM","African Jungle - Animals","4800"
"Jungle","","Williams Electronic Manufacturing Company","Williams","1960","1","EM","Hunting - Safari","1331"
"Jungle","","D. Gottlieb & Company","Gottlieb","1972","4","EM","Fantasy","1332"
"Jungle","","Genco Manufacturing Company","Genco Manufacturing Company","1938","1","EM","Fantasy","1333"
"Jungle Africa","","Lindstrom Tool and Toy Company","Lindstrom Tool and Toy Company","1934","1","ME","African Jungle","4915"
"Jungle Drum","","Bally Manufacturing Corporation","Bally","1947","1","EM","Foreign People","5959"
"Jungle Drums","","Williams Electronics, Incorporated","Williams","1971","1","EM","Sports - Hunting - Safari","1335"
"Jungle Gun","","United Manufacturing Company","United Manufacturing Company","1954","1","EM","Sports - Hunting - Safari","6362"
"Jungle Hunt","","Exhibit Supply Company","Exhibit Supply Company","1935","1","EM","","1341"
"Jungle Hunt","","D. Gottlieb & Company","Gottlieb","1935","1","ME","","4220"
"Jungle King","","D. Gottlieb & Company","Gottlieb","1973","1","EM","Jungle","1336"
"Jungle King","","Renato Montanari Giochi","Renato Montanari Giochi","1973","1","EM","","4780"
"Jungle Life","","","","","1","EM","Jungle","5266"
"Jungle Life","","D. Gottlieb & Company","Gottlieb","1972","1","EM","Jungle","1337"
"Jungle Lord","","Williams Electronics, Incorporated","Williams","1981","4","SS","Fantasy","1338"
"Jungle Princess","","D. Gottlieb & Company, a Columbia Pictures Industries Company","Gottlieb","1977","2","EM","Fantasy","1339"
"Jungle Queen","","D. Gottlieb & Company, a Columbia Pictures Industries Company","Gottlieb","1977","4","EM","Fantasy","1340"
"Jungle Queen","","Pinball Shop","Pinball Shop","1985","4","SS","Adventure","4943"
"Junior","","Genco Manufacturing Company","Genco Manufacturing Company","1937","1","EM","","1342"
"Junior","","G. M. Laboratories, Incorporated","G. M. Laboratories, Incorporated","1935","1","ME","","4260"
"Junior League Bat-A-Ball","","American Amusement Company","American Amusement Company","1946","1","ME","Sports - Baseball","4675"
"Junk Yard","","Williams Electronics Games, Incorporated, a subsidiary of WMS Ind., Incorporated","Williams","1996","4","SS","Fantasy","4014"
"Jupiter","","","","","1","EM","Mythology","5159"
"Jurassic Park","","Data East Pinball, Incorporated","Data East","1993","4","SS","Fantasy - Licensed Theme","1343"
"Just 21","","D. Gottlieb & Company","Gottlieb","1950","1","EM","Girls/Women","1344"
"Just-Rite Monarch","","Tennyson Manufacturing Company","Tennyson Manufacturing Company","1935","1","EM","","4772"
"Justice","","Peo Manufacturing Corporation","Peo Manufacturing Corporation","1936","1","EM","","1345"
"K. C. Jones","","D. Gottlieb & Company","Gottlieb","1949","1","EM","Trains","1399"
"K.O.","","Superior Manufacturing Company","Superior Manufacturing Company","1933","1","","","5587"
"K.O.","","Superior Amusement Company","Superior Amusement Company","1934","1","","","5588"
"Kabuki","","Data East Pinball, Incorporated","Data East","","4","SS","Kabuki","4537"
"Kansas","","Maquinas Recreativas Sociedad Anonima","Maquinas Recreativas Sociedad Anonima","","1","EM","American West","5916"
"Karate Fight","","Bally Midway Manufacturing Company","Bally","1986","4","SS","Sports - Martial Arts","4663"
"Karate Fight","","Bally Wulff","Bally Wulff","1986","4","SS","Sports - Martial Arts","1346"
"Kardtainer","","K-T Manufacturing Company","K-T Manufacturing Company","1932","2","ME","","1347"
"Karom Golf","","Karom Golf Table Corporation","Karom Golf Table Corporation","1931","1","ME","Sports - Golfing","1348"
"Karting","","Rally a.k.a. Rally Play Company","Rally a.k.a. Rally Play Company","1962","2","EM","Go Karts - Racing","3188"
"Kasandra","","Sigma","Sigma","","1","","Mythology","5529"
"KAY-JOR No.132","","The Hoge Mfg. Co. Inc.","The Hoge Mfg. Co. Inc.","","1","ME","","5898"
"Keen Ball","","Keeney and Sons","Keeney and Sons","1932","1","ME","","1349"
"Keen Ball Jackpot","","Miller Cabinet Company","Miller Cabinet Company","1932","1","ME","","3189"
"Keen-A-Ball","","D. Gottlieb & Company","Gottlieb","1939","1","EM","","1350"
"Keen-O","","J. H. Keeney and Company Incorporated","J. H. Keeney and Company Incorporated","1937","1","EM","","3190"
"Keep 'Em Flying","","D. Gottlieb & Company","Gottlieb","1942","1","EM","Aviation - Combat - Military - Historical - Wartime - World War II - Patriotic","3191"
"Kelly Pool (Junior)","","D. Gottlieb & Company","Gottlieb","1935","1","EM","Billiards","5161"
"Kelly Pool (Senior)","","D. Gottlieb & Company","Gottlieb","1935","1","EM","Billiards","1351"
"Keno","","","","","1","ME","","5503"
"Kentucky","","Bally Manufacturing Corporation","Bally","","1","EM","Sports - Horse Racing","1352"
"Kentucky","","Bally Manufacturing Corporation","Bally","1941","1","EM","Sports - Horse Racing","1353"
"Kentucky Derby","","O. D. Jennings and Company","O. D. Jennings and Company","1936","1","EM","","1354"
"Kentucky Derby","","","","","2","EM","Sports - Horse Racing","5420"
"Kentucky Derby Winners","","O. D. Jennings and Company","O. D. Jennings and Company","1935","1","EM","Sports - Horse Racing","1355"
"Kentucky Star","","Bally Manufacturing Corporation","Bally","","1","EM","","1356"
"Keops","","Industria (Electromecánica) de Recreativos S.A","Industria (Electromecánica) de Recreativos S.A","1976","1","EM","Egyptology","4091"
"Kew Pin Golf Table","","Karom Golf Table Corporation","Karom Golf Table Corporation","1931","1","ME","Sports - Golfing","1357"
"Kew-Pin-Ball","","C. D. Fairchild Amusement Machine Corporation","C. D. Fairchild Amusement Machine Corporation","1931","4","ME","Billiards","1359"
"Kewpie Doll","","D. Gottlieb & Company","Gottlieb","1960","1","EM","Carnival - Shooting Gallery","1358"
"Key Lite","","Bally Manufacturing Corporation","Bally","1939","1","EM","","1361"
"Key West","","Bally Manufacturing Corporation","Bally","","1","EM","Beach - Happiness - Recreation - Swimming - Water - Women","1360"
"Khalifa","","Renov' Automatic - Jolux","Renov' Automatic - Jolux","","4","EM","Historical People","5667"
"Kick In","","C. E. Hoagland","C. E. Hoagland","1935","1","EM","","4741"
"Kick Off","","Shyvers Coin Automatic Machine Company","Shyvers Coin Automatic Machine Company","1934","1","EM","","4733"
"Kick Off","","Bally Manufacturing Corporation","Bally","","4","SS","Sports - Soccer","6519"
"Kick Off","","Bally Manufacturing Corporation","Bally","1977","4","EM","Sports - Soccer","1365"
"Kick-Back","","Joseph Schneider Incorporated","Joseph Schneider Incorporated","1935","1","ME","","4798"
"Kick-Back (Electric)","","Joseph Schneider Incorporated","Joseph Schneider Incorporated","","1","EM","","4797"
"Kick-Off","","Williams Manufacturing Company","Williams","1958","1","EM","Sports - Football","3192"
"Kicker","","Chicago Coin Machine Manufacturing Company","Chicago Coin","1966","1","EM","Sports - Soccer - Futbol","1363"
"Kicker","","D. Gottlieb & Company, a Columbia Pictures Industries Company","Gottlieb","1977","1","EM","Sports - Football - Futbol - Soccer","1364"
"Kicker","","Donald E Hooker","Donald E Hooker","1934","1","EM","","4738"
"Kicker (Italy)","","Chicago Coin Machine Manufacturing Company","Chicago Coin","","1","EM","Sports - Soccer - Futbol","6296"
"Kickers","","Shyvers Manufacturing Company","Shyvers Manufacturing Company","1937","1","EM","","3193"
"Kickoff","","Williams Electronics, Incorporated","Williams","1967","1","EM","Sports - Football","1362"
"Kill Shot","","Data East Pinball, Incorporated","Data East","","","","","5878"
"Kilroy","","Chicago Coin Machine Manufacturing Company","Chicago Coin","1947","1","EM","Military Folklore","1366"
"King","","King Products Company","King Products Company","1935","1","EM","","4744"
"King Arthur and his Round Table","","D. Gottlieb & Company","Gottlieb","1949","1","EM","Historical - Knights","1367"
"King Ball","","King Game Factories","King Game Factories","1932","1","ME","","1368"
"King Ball","","Maquinas Recreativas Sociedad Anonima","Maquinas Recreativas Sociedad Anonima","1967","1","EM","Billiards","4365"
"King Ball","","Maquinas Recreativas Sociedad Anonima","Maquinas Recreativas Sociedad Anonima","1960","1","EM","","4646"
"King Fish","","Genco Manufacturing Company","Genco Manufacturing Company","1935","1","EM","Fish","1370"
"King Game","","Procedimientos Electromagnéticos de Tanteo y Color","Procedimientos Electromagnéticos de Tanteo y Color","1974","1","EM","","4390"
"King Kong","","Data East Pinball, Incorporated","Data East","1990","4","SS","Fictional Characters","3194"
"King Kong","","LTD do Brasil Diversões Eletrônicas Ltda","LTD do Brasil Diversões Eletrônicas Ltda","","2","SS","Fictional Characters","5894"
"King Kool","","D. Gottlieb & Company","Gottlieb","1972","2","EM","Happiness - Music","1371"
"King of Diamonds","","D. Gottlieb & Company","Gottlieb","1967","1","EM","Cards/Gambling","1372"
"King of Diamonds","","Retro Pinball LLC","Retro Pinball LLC","2010","4","SS","Cards/Gambling","5239"
"King of Swat","","Williams Manufacturing Company","Williams","1955","1","EM","Sports - Baseball","3195"
"King Pin","","Chicago Coin Machine Manufacturing Company","Chicago Coin","1951","1","EM","Sports - Bowling","1373"
"King Pin","","D. Gottlieb & Company","Gottlieb","1973","1","EM","Sports - Bowling","1374"
"King Pin","","Williams Electronic Manufacturing Company","Williams","1962","1","EM","Sports - Bowling","1375"
"King Pin","","Pace Manufacturing Company Incorporated","Pace Manufacturing Company Incorporated","1932","1","ME","","3983"
"King Pin","","Maquinas Recreativas Sociedad Anonima","Maquinas Recreativas Sociedad Anonima","","1","EM","Sports - Bowling","5917"
"King Pin","","Pace Manufacturing Company Incorporated","Pace Manufacturing Company Incorporated","1938","7","EM","Sports - Horse Racing","6175"
"King Pin","","","Unknown","","","","Gangsters","6516"
"King Rex","","Bally Manufacturing Corporation","Bally","1970","1","EM","Egyptology","1376"
"King Rock","","D. Gottlieb & Company","Gottlieb","1972","4","EM","Happiness - Music","1377"
"King Tut","","Bally Manufacturing Corporation","Bally","1969","1","EM","Egyptology - Historical","1378"
"King Tut","","Richard Manufacturing Company","Richard Manufacturing Company","1932","1","ME","Egyptology - Historical","3957"
"Kingdom","","J. Esteban","J. Esteban","","4","EM","Myth and Legend","5168"
"Kingpin","","Capcom Coin-Op, Incorporated","Capcom","1996","4","SS","Cops - Mobsters","4000"
"Kings","","Genco Manufacturing Company","Genco Manufacturing Company","1935","1","EM","","1379"
"Kings","","Williams Manufacturing Company","Williams","1957","1","EM","Cards/Gambling","1380"
"Kings & Queens","","D. Gottlieb & Company","Gottlieb","1965","1","EM","Cards/Gambling","1381"
"Kings of Steel","","Bally Midway Manufacturing Company","Bally","1984","4","SS","Historical - Knights - Cards","1382"
"Kings of the Road","","Game Plan, Incorporated","Game Plan","","","SS","Car Culture","5723"
"Kings of the Turf (First Model)","","H. C. Evans & Company","H. C. Evans & Company","1935","1","EM","Sports - Horse Racing","1383"
"Kings of the Turf (Light-Up Model)","","H. C. Evans & Company","H. C. Evans & Company","1935","1","EM","Sports - Horse Racing","4258"
"Kings of the Turf (Payout Model)","","H. C. Evans & Company","H. C. Evans & Company","1935","1","EM","Sports - Horse Racing","4253"
"Kings of the Turf (Second Model)","","H. C. Evans & Company","H. C. Evans & Company","1935","1","EM","Sports - Horse Racing","4237"
"Kismet","","P & S Machine Company","P & S Machine Company","1945","1","EM","","1384"
"Kismet","","Williams Electronic Manufacturing Company","Williams","1961","4","EM","","1385"
"Kismet","","","","","1","ME","","5223"
"Kiss","","L & V Mambelli","L & V Mambelli","","1","SS","","5002"
"Kiss","","","","","","SS","","5143"
"Kiss","","Bally Manufacturing Corporation","Bally","1979","4","SS","Celebrities - Licensed","1386"
"KISS (Limited Edition)","KISS","Stern Pinball, Incorporated","Stern","2015","4","SS","Celebrities – Licensed - Music","6267"
"KISS (Premium)","KISS","Stern Pinball, Incorporated","Stern","2015","4","SS","Celebrities – Licensed - Music","6266"
"KISS (Pro)","KISS","Stern Pinball, Incorporated","Stern","2015","4","SS","Celebrities – Licensed - Music","6265"
"Klever Lite","","Genco Manufacturing Company","Genco Manufacturing Company","1935","1","EM","","4658"
"Klick","","Genco Manufacturing Company","Genco Manufacturing Company","1938","1","EM","","3198"
"Klondike","","Williams Electronics, Incorporated","Williams","1971","1","EM","Canadian West","1388"
"Klondike","","Bally Manufacturing Corporation","Bally","1938","1","EM","","1389"
"Knicker Bocker","","Stoner Manufacturing Company","Stoner Manufacturing Company","1934","1","","","1390"
"Knickerbocker","","Chicago Coin Machine Manufacturing Company","Chicago Coin","1934","1","ME","","3199"
"Knock Out","","D. Gottlieb & Company","Gottlieb","1950","1","EM","Sports - Boxing","1391"
"Knock Out","","Allied Leisure Industries, Incorporated","Allied Leisure Industries, Incorporated","1974","2","SS","","6479"
